name,Market Value,current league
Leonardo Ulloa,£3.15m ,LaLiga
Henok Goitom,£1.35m ,LaLiga
Toño,£3.15m ,LaLiga
Fabio Coltorti,£900Th. ,LaLiga
Mario Fernández,£270Th. ,LaLiga
Henrique,£4.50m ,LaLiga
Marc Torrejón,£3.15m ,LaLiga
Bolaño,£1.08m ,LaLiga
Waldo Ponce,£720Th. ,LaLiga
Álvaro González, ,LaLiga
Domingo Cisma,£3.15m ,LaLiga
Francis Pérez,£1.80m ,LaLiga
Pablo Pinillos,£360Th. ,LaLiga
Mehdi Lacen,£2.70m ,LaLiga
Gonzalo Colsa,£2.70m ,LaLiga
Pape Diop,£2.70m ,LaLiga
Alexandros Tziolis,£2.34m ,LaLiga
Osmar,£90Th. ,LaLiga
Adrián González,£810Th. ,LaLiga
Edu Bedia,£450Th. ,LaLiga
Ramón Arcas, ,LaLiga
Tato, ,LaLiga
Kennedy,£2.70m ,LaLiga
Óscar Serrano,£2.25m ,LaLiga
Julián Luque, ,LaLiga
Manuel Arana,£2.25m ,LaLiga
Giovani dos Santos,£4.50m ,LaLiga
Pedro Munitis,£1.35m ,LaLiga
Mémé Tchité,£4.05m ,LaLiga
Markus Rosenberg,£2.70m ,LaLiga
Iván Bolado,£1.35m ,LaLiga
Ariel Nahuelpán,£1.35m ,LaLiga
Juan Calatayud,£2.25m ,LaLiga
Piet Velthuizen,£1.80m ,LaLiga
Unai Alba,£270Th. ,LaLiga
Álex Berenguer, ,LaLiga
Abraham Paz,£1.80m ,LaLiga
Rodri,£1.80m ,LaLiga
Noé Pamarot,£1.80m ,LaLiga
Mohamed Sarr,£1.62m ,LaLiga
Paco Peña,£1.35m ,LaLiga
Cristian Pulhac,£900Th. ,LaLiga
Pepe Sellés, ,LaLiga
David Cortés,£2.25m ,LaLiga
Kiko Femenía,£1.80m ,LaLiga
Juanra,£900Th. ,LaLiga
Abel Aguilar,£2.25m ,LaLiga
Matías Fritzler,£2.25m ,LaLiga
Francisco Farinós,£900Th. ,LaLiga
Tiago Gomes,£2.70m ,LaLiga
Jesús Pastor, ,LaLiga
Royston Drenthe,£4.05m ,LaLiga
Olivier Thomert,£900Th. ,LaLiga
Tote,£1.80m ,LaLiga
Cristian Hidalgo,£900Th. ,LaLiga
Sendoa Agirre,£720Th. ,LaLiga
Luis Carlos Martín, ,LaLiga
Borja Arlanzon, ,LaLiga
Francisco Rufete,£720Th. ,LaLiga
Javo, ,LaLiga
David Trézéguet,£5.40m ,LaLiga
Nelson Haedo Valdez,£4.50m ,LaLiga
Javier Portillo,£900Th. ,LaLiga
Sergio Poveda, ,LaLiga
Carlos Kameni,£5.40m ,LaLiga
Cristian Álvarez,£1.80m ,LaLiga
Kiko Casilla,£720Th. ,LaLiga
Dinu Moldovan, ,LaLiga
Víctor Ruiz,£7.20m ,LaLiga
Juan Forlín,£3.15m ,LaLiga
Jordi Amat,£1.35m ,LaLiga
Raúl Rodríguez,£270Th. ,LaLiga
Albert Canal, ,LaLiga
Dídac Vilà,£2.70m ,LaLiga
David García,£1.80m ,LaLiga
Víctor Álvarez, ,LaLiga
Felipe Mattioni,£3.15m ,LaLiga
Javi Chica,£1.80m ,LaLiga
Ernesto Galán,£900Th. ,LaLiga
Javi López,£900Th. ,LaLiga
Raúl Baena,£1.80m ,LaLiga
Aldo Duscher,£900Th. ,LaLiga
David López, ,LaLiga
Isaías, ,LaLiga
Luis García,£4.95m ,LaLiga
Javi Márquez,£3.60m ,LaLiga
Joan Verdú,£3.15m ,LaLiga
Jesús Dátolo,£3.15m ,LaLiga
Iván De La Peña,£450Th. ,LaLiga
Manu Molina,£270Th. ,LaLiga
José Callejón,£5.85m ,LaLiga
Eric López, ,LaLiga
Thievy Bifouma, ,LaLiga
Daniel Osvaldo,£9.00m ,LaLiga
Sergio García,£2.70m ,LaLiga
Iván Alonso,£1.80m ,LaLiga
Coro,£1.35m ,LaLiga
Álvaro Vázquez,£900Th. ,LaLiga
Rui Fonte,- ,LaLiga
Juan Pablo,£2.25m ,LaLiga
Iván Cuéllar,£2.25m ,LaLiga
Raúl Domínguez, ,LaLiga
Alberto Botía,£2.70m ,LaLiga
Grégory Arnolin,£2.70m ,LaLiga
Iván Hernández,£810Th. ,LaLiga
Jorge García,£720Th. ,LaLiga
Alain Álvarez,- ,LaLiga
Javi Poves, ,LaLiga
Pedro Orfila, ,LaLiga
José Ángel,£2.70m ,LaLiga
Roberto Canella,£2.70m ,LaLiga
Ayoze,£810Th. ,LaLiga
Rafael Sastre,£450Th. ,LaLiga
Sebastián Eguren,£2.70m ,LaLiga
Sergio Matabuena,£720Th. ,LaLiga
Alberto Lora,£3.15m ,LaLiga
Alberto Rivera,£1.62m ,LaLiga
André Castro,£1.35m ,LaLiga
Nacho Cases,£900Th. ,LaLiga
Cristian Portilla,£360Th. ,LaLiga
Sergio Álvarez,£360Th. ,LaLiga
Marcos Landeira,- ,LaLiga
Carmelo,£1.80m ,LaLiga
Juan Muñiz, ,LaLiga
Diego Castro,£5.40m ,LaLiga
Miguel de las Cuevas,£3.60m ,LaLiga
Nacho Novo,£1.80m ,LaLiga
Gastón Sangoy,£900Th. ,LaLiga
David Barral,£2.16m ,LaLiga
Luis Morán,£1.80m ,LaLiga
Mate Bilic,£1.35m ,LaLiga
Guillermo Méndez, ,LaLiga
Dudu Aouate,£2.70m ,LaLiga
Germán Lux,£900Th. ,LaLiga
Tomeu Nadal,- ,LaLiga
Iván Ramis,£3.60m ,LaLiga
José Nunes,£2.70m ,LaLiga
Rubén González,£1.08m ,LaLiga
Martí Crespí,£1.08m ,LaLiga
Ayoze Díaz,£1.62m ,LaLiga
Enrique Corrales,£900Th. ,LaLiga
Kevin García,£900Th. ,LaLiga
Emilio Nsue,£3.15m ,LaLiga
Pau Cendrós,£1.44m ,LaLiga
Edson Ratinho,£900Th. ,LaLiga
Ximo Navarro, ,LaLiga
João Victor,£1.80m ,LaLiga
Josep Lluís Martí,£1.35m ,LaLiga
Jonathan de Guzmán,£4.50m ,LaLiga
Sergio Tejera,£720Th. ,LaLiga
Tomás Pina,£360Th. ,LaLiga
Akihiro Ienaga,£1.26m ,LaLiga
Chory Castro,£5.40m ,LaLiga
Michaël Pereira,£3.60m ,LaLiga
Tuni,£810Th. ,LaLiga
Pierre Webó,£3.60m ,LaLiga
Víctor Casadesús,£2.25m ,LaLiga
Alhassane Keita,£1.35m ,LaLiga
Fernando Cavenaghi,£1.35m ,LaLiga
Sergi Enrich,£360Th. ,LaLiga
Abdón Prats, ,LaLiga
Claudio Bravo,£5.40m ,LaLiga
Eñaut Zubikarai,£720Th. ,LaLiga
Toño,£180Th. ,LaLiga
Mikel González,£2.70m ,LaLiga
Ion Ansotegi,£2.70m ,LaLiga
Vadim Demidov,£2.25m ,LaLiga
Mikel Labaka,£1.44m ,LaLiga
Liassine Cadamuro, ,LaLiga
Alberto de la Bella,£3.15m ,LaLiga
Carlos Martínez,£2.70m ,LaLiga
Dani Estrada,£900Th. ,LaLiga
Mikel Aranburu,£2.70m ,LaLiga
Markel Bergara,£900Th. ,LaLiga
Asier Illarramendi,£270Th. ,LaLiga
Xabi Prieto,£7.20m ,LaLiga
David Zurutuza,£3.60m ,LaLiga
Diego Rivas,£2.70m ,LaLiga
Gorka Elustondo,£1.80m ,LaLiga
Paco Sutil,£720Th. ,LaLiga
Jeffrey Sarpong,£900Th. ,LaLiga
Antoine Griezmann,£7.20m ,LaLiga
Joseba Llorente,£4.50m ,LaLiga
Raúl Tamudo,£2.70m ,LaLiga
Diego Ifrán,£1.35m ,LaLiga
Imanol Agirretxe,£1.08m ,LaLiga
Borja Viguera,£270Th. ,LaLiga
Manolo Reina,£1.80m ,LaLiga
Gustavo Munúa,£1.35m ,LaLiga
Sergio Garabato, ,LaLiga
Nano,£900Th. ,LaLiga
Héctor Rodas,£720Th. ,LaLiga
Miquel Robusté,£630Th. ,LaLiga
Sergio Ballesteros,£450Th. ,LaLiga
Antonio López,£180Th. ,LaLiga
Asier del Horno,£900Th. ,LaLiga
Juanfran,£540Th. ,LaLiga
Mossa, ,LaLiga
David Cerra,£540Th. ,LaLiga
Javi Venta,£540Th. ,LaLiga
Miguel Pallardó,£1.80m ,LaLiga
Vicente Iborra,£1.80m ,LaLiga
Xavi Torres,£1.80m ,LaLiga
Sergio,£900Th. ,LaLiga
Gorka Larrea,£540Th. ,LaLiga
Miguel Pérez,£540Th. ,LaLiga
Juanlu,£2.25m ,LaLiga
Ignacio González,£540Th. ,LaLiga
Adrián Lois, ,LaLiga
Jefferson Montero,£2.70m ,LaLiga
Valdo,£1.08m ,LaLiga
Xisco Nadal,£900Th. ,LaLiga
Wellington Silva,£720Th. ,LaLiga
José Higón, ,LaLiga
Rubén Suárez,£1.35m ,LaLiga
Xisco,£900Th. ,LaLiga
Felipe Caicedo,£4.50m ,LaLiga
Cristhian Stuani,£2.25m ,LaLiga
Rafa Jordá,£720Th. ,LaLiga
Mono, ,LaLiga
Hugo Lloris,£15.30m ,Ligue 1
Rémy Vercoutre,£765Th. ,Ligue 1
Mathieu Gorgelin,£180Th. ,Ligue 1
Dejan Lovren,£6.53m ,Ligue 1
Pape Diakhaté,£3.38m ,Ligue 1
Cris,£2.25m ,Ligue 1
Timothée Kolodziejczak,£900Th. ,Ligue 1
Aly Cissokho,£10.35m ,Ligue 1
Anthony Réveillère,£4.50m ,Ligue 1
Jérémy Pied,£2.07m ,Ligue 1
Lamine Gassama,£810Th. ,Ligue 1
Sébastien Faure,£360Th. ,Ligue 1
Jérémy Toulalan,£16.20m ,Ligue 1
Miralem Pjanic,£8.10m ,Ligue 1
Jean II Makoun,£6.75m ,Ligue 1
Maxime Gonalons,£4.50m ,Ligue 1
Kim Källström,£8.10m ,Ligue 1
Clément Grenier,£720Th. ,Ligue 1
Enzo Réale,£45Th. ,Ligue 1
Michel Bastos,£12.60m ,Ligue 1
Yoann Gourcuff,£18.00m ,Ligue 1
Ederson,£4.95m ,Ligue 1
Harry Novillo,£225Th. ,Ligue 1
César Delgado,£4.95m ,Ligue 1
Lisandro López,£19.80m ,Ligue 1
Bafétimbi Gomis,£9.00m ,Ligue 1
Jimmy Briand,£8.10m ,Ligue 1
Alexandre Lacazette,£1.35m ,Ligue 1
Ishak Belfodil,£450Th. ,Ligue 1
Steve Mandanda,£13.95m ,Ligue 1
Andrade,£765Th. ,Ligue 1
Rudy Riou,£630Th. ,Ligue 1
Jules Goda,£45Th. ,Ligue 1
Souleymane Diawara,£3.15m ,Ligue 1
Gabriel Heinze,£2.25m ,Ligue 1
Leyti N'Diaye,£900Th. ,Ligue 1
Hilton,£810Th. ,Ligue 1
Julien Rodriguez,£270Th. ,Ligue 1
Pape M'Bow,£225Th. ,Ligue 1
Senah Mango,£225Th. ,Ligue 1
Taye Taiwo,£7.65m ,Ligue 1
Jean-Philippe Sabo,£450Th. ,Ligue 1
Rod Fanni,£6.30m ,Ligue 1
César Azpilicueta,£5.85m ,Ligue 1
Cédric D'Ulivo,£135Th. ,Ligue 1
Stéphane Mbia,£13.50m ,Ligue 1
Benoît Cheyrou,£8.10m ,Ligue 1
Charles Kaboré,£5.85m ,Ligue 1
Édouard Cissé,£1.35m ,Ligue 1
Alexander N'Doumbou,£135Th. ,Ligue 1
Lucho González,£11.70m ,Ligue 1
Fabrice Abriel,£1.80m ,Ligue 1
Mathieu Valbuena,£9.00m ,Ligue 1
Hatem Ben Arfa,£6.30m ,Ligue 1
André Ayew,£9.00m ,Ligue 1
Kevin Osei,£135Th. ,Ligue 1
Loïc Rémy,£13.95m ,Ligue 1
Mamadou Niang,£10.35m ,Ligue 1
André-Pierre Gignac,£10.35m ,Ligue 1
Brandão,£2.25m ,Ligue 1
Mamadou Samassa,£1.80m ,Ligue 1
Jordan Ayew,£1.80m ,Ligue 1
Guy Gnabouyou,£135Th. ,Ligue 1
Cédric Carrasso,£9.00m ,Ligue 1
Kévin Olimpa,£855Th. ,Ligue 1
Ulrich Ramé,£450Th. ,Ligue 1
Abdoulaye Keita,£270Th. ,Ligue 1
Azbe Jug,£135Th. ,Ligue 1
Geoffrey Andrietti, ,Ligue 1
Michaël Ciani,£5.40m ,Ligue 1
Marc Planus,£4.95m ,Ligue 1
Lamine Sané,£3.24m ,Ligue 1
Henrique,£900Th. ,Ligue 1
Vujadin Savic,£900Th. ,Ligue 1
Salif Sané,£315Th. ,Ligue 1
Benoît Trémoulinas,£8.10m ,Ligue 1
Florian Marange,£810Th. ,Ligue 1
Matthieu Chalmé,£3.15m ,Ligue 1
Alou Diarra,£10.80m ,Ligue 1
Fernando,£2.70m ,Ligue 1
Pierre Ducasse,£1.62m ,Ligue 1
Rémi Elissalde, ,Ligue 1
Jaroslav Plasil,£6.75m ,Ligue 1
Wendel,£5.40m ,Ligue 1
Yoann Gourcuff,£18.00m ,Ligue 1
Yoan Gouffran,£4.50m ,Ligue 1
Jussiê,£3.60m ,Ligue 1
Henri Saivet,£900Th. ,Ligue 1
Michel Sanchez, ,Ligue 1
Floyd Ayité,£630Th. ,Ligue 1
Evan Chevalier, ,Ligue 1
Fahid Ben Khalfallah,£3.60m ,Ligue 1
Anthony Modeste,£4.95m ,Ligue 1
André,£3.15m ,Ligue 1
Moussa Maazou,£2.25m ,Ligue 1
David Bellion,£1.44m ,Ligue 1
Fernando Cavenaghi,£1.35m ,Ligue 1
Cheick Diabaté,£1.17m ,Ligue 1
Apoula Edel,£1.80m ,Ligue 1
Grégory Coupet,£900Th. ,Ligue 1
Alphonse Areola,£225Th. ,Ligue 1
Mamadou Sakho,£14.40m ,Ligue 1
Zoumana Camara,£2.25m ,Ligue 1
Sammy TraorÃ©,£270Th. ,Ligue 1
Loïck Landre, ,Ligue 1
Sylvain Armand,£4.95m ,Ligue 1
Siaka Tiéné,£3.15m ,Ligue 1
Tripy Makonda,£450Th. ,Ligue 1
Christophe Jallet,£4.05m ,Ligue 1
Ceará,£2.70m ,Ligue 1
Clément Chantôme,£5.85m ,Ligue 1
Mathieu Bodmer,£5.40m ,Ligue 1
Jérémy Clément,£3.60m ,Ligue 1
Claude Makélélé,£1.35m ,Ligue 1
Adama Touré,£135Th. ,Ligue 1
Florian Makhedjouf, ,Ligue 1
Nenê,£11.25m ,Ligue 1
Stéphane Sessègnon,£7.65m ,Ligue 1
Neeskens Kebano, ,Ligue 1
Ludovic Giuly,£1.35m ,Ligue 1
Guillaume Hoarau,£9.90m ,Ligue 1
Mevlüt Erdinc,£7.65m ,Ligue 1
Péguy Luyindula,£2.25m ,Ligue 1
Mateja Kezman,£450Th. ,Ligue 1
Jean-Eudes Maurice,£450Th. ,Ligue 1
Yacine Qasmi, ,Ligue 1
Jean-Christophe Bahebeck, ,Ligue 1
Mickaël Landreau,£5.40m ,Ligue 1
Barel Mouko,£360Th. ,Ligue 1
Alexandre Oukidja,£180Th. ,Ligue 1
Adil Rami,£10.80m ,Ligue 1
Aurelien Chedjou,£7.20m ,Ligue 1
David Rozehnal,£2.25m ,Ligue 1
Nicolas Plestan,£450Th. ,Ligue 1
Émerson Conceição,£2.25m ,Ligue 1
Pape Souaré,£225Th. ,Ligue 1
Mathieu Debuchy,£5.85m ,Ligue 1
Franck Béria,£3.42m ,Ligue 1
Jerry Vandam,£630Th. ,Ligue 1
Arnaud Souquet,£225Th. ,Ligue 1
Rio Mavuba,£7.20m ,Ligue 1
Stéphane Dumont,£1.17m ,Ligue 1
Idrissa Gueye,£585Th. ,Ligue 1
Yohan Cabaye,£9.90m ,Ligue 1
Florent Balmont,£4.05m ,Ligue 1
Ludovic Obraniak,£3.60m ,Ligue 1
Eden Hazard,£20.25m ,Ligue 1
Gervinho,£13.50m ,Ligue 1
Emil Lyng,£315Th. ,Ligue 1
Moussa Sow,£9.90m ,Ligue 1
Túlio de Melo,£2.43m ,Ligue 1
Pierre-Alain Frau,£2.25m ,Ligue 1
Cédric Baseya,£270Th. ,Ligue 1
Gianni Bruno, ,Ligue 1
Omar Wade, ,Ligue 1
Stéphane Ruffier,£7.20m ,Ligue 1
Sébastien Chabbert,£450Th. ,Ligue 1
Franck L'Hostis,£135Th. ,Ligue 1
Nicolas N'Koulou,£4.50m ,Ligue 1
Cédric Mongongu,£4.05m ,Ligue 1
Sébastien Puygrenier,£2.70m ,Ligue 1
Petter Hansson,£900Th. ,Ligue 1
Djimi Traoré,£900Th. ,Ligue 1
Vincent Muratori,£1.35m ,Ligue 1
Layvin Kurzawa,£450Th. ,Ligue 1
Adriano,£1.62m ,Ligue 1
Laurent Bonnart,£1.58m ,Ligue 1
Igor Lolo,£900Th. ,Ligue 1
Dennis Appiah,£135Th. ,Ligue 1
Kévin Malcuit,£90Th. ,Ligue 1
Mahamadou Diarra,£3.60m ,Ligue 1
Jean-Jacques Gosso,£1.35m ,Ligue 1
Nampalys Mendy,£1.35m ,Ligue 1
Mathieu Coutadeur,£2.70m ,Ligue 1
Lukman Haruna,£2.16m ,Ligue 1
Thomas Mangani,£1.80m ,Ligue 1
Alejandro Alonso,£3.38m ,Ligue 1
Valentin Eysseric, ,Ligue 1
Chris Malonga,£1.80m ,Ligue 1
Frédéric Bulot,£450Th. ,Ligue 1
Pascal Feindouno,£900Th. ,Ligue 1
Serge Gakpé,£810Th. ,Ligue 1
Grégory Lacombe,£675Th. ,Ligue 1
Chu-young Park,£6.30m ,Ligue 1
Dieumerci Mbokani,£3.60m ,Ligue 1
Pierre-Emerick Aubameyang,£2.52m ,Ligue 1
Daniel Niculae,£2.25m ,Ligue 1
Moussa Maazou,£2.25m ,Ligue 1
Benjamin Moukandjo,£1.35m ,Ligue 1
Yannick Sagbo,£810Th. ,Ligue 1
Georgie Welcome,£675Th. ,Ligue 1
Terence Makengo,£135Th. ,Ligue 1
Valère Germain,£45Th. ,Ligue 1
Nicolas Douchez,£5.40m ,Ligue 1
Johann Carrasso,£900Th. ,Ligue 1
Abdoulaye Diallo,£540Th. ,Ligue 1
Kader Mangane,£6.30m ,Ligue 1
Jean-Armel Kana-Biyik,£4.05m ,Ligue 1
Onyekachi Apam,£3.60m ,Ligue 1
Kévin Théophile-Catherine,£2.25m ,Ligue 1
Samuel Souprayen,£1.35m ,Ligue 1
John Boye,£450Th. ,Ligue 1
Bira Dembélé,£315Th. ,Ligue 1
Rod Fanni,£6.30m ,Ligue 1
Romain Danzé,£2.70m ,Ligue 1
Yassine Jebbour,£225Th. ,Ligue 1
Dimitri Foulquier, ,Ligue 1
Yann M'Vila,£14.85m ,Ligue 1
Fabien Lemoine,£3.60m ,Ligue 1
Alexander Tettey,£2.70m ,Ligue 1
Georges Mandjeck,£1.44m ,Ligue 1
Tongo Doumbia,£900Th. ,Ligue 1
Kamal Issah,£225Th. ,Ligue 1
StÃ©phane Dalmat,£2.70m ,Ligue 1
Gaëtan Caro,£45Th. ,Ligue 1
Sylvain Marveaux,£6.75m ,Ligue 1
Jérôme Leroy,£900Th. ,Ligue 1
Franck Julienne,£135Th. ,Ligue 1
Yacine Brahimi,£2.88m ,Ligue 1
Jirès Kembo Ekoko,£2.25m ,Ligue 1
Abdoul Camara,£900Th. ,Ligue 1
Razak Boukari,£3.78m ,Ligue 1
Asamoah Gyan,£10.80m ,Ligue 1
Víctor Montaño,£5.85m ,Ligue 1
Ismaël Bangoura,£2.25m ,Ligue 1
John Verhoek,£720Th. ,Ligue 1
Yohann Pelé,£3.15m ,Ligue 1
Mathieu Valverde,£1.35m ,Ligue 1
Ali Ahamada,£450Th. ,Ligue 1
Marc Vidal,£270Th. ,Ligue 1
Luis Mejía,£68Th. ,Ligue 1
Daniel Congré,£3.24m ,Ligue 1
Mauro Cetto,£2.88m ,Ligue 1
Mohamed Fofana,£2.48m ,Ligue 1
Dany Nounkeu,£900Th. ,Ligue 1
Florian Aigouy,£135Th. ,Ligue 1
Rédah Atassi, ,Ligue 1
Mickaël Firmin, ,Ligue 1
Cheikh M'Bengue,£4.95m ,Ligue 1
Franck Tabanou,£4.05m ,Ligue 1
Adrián Gunino,£1.80m ,Ligue 1
Jean-Joël Perrier-Doumbé,£270Th. ,Ligue 1
Étienne Capoue,£7.20m ,Ligue 1
Moussa Sissoko,£9.90m ,Ligue 1
Étienne Didot,£4.50m ,Ligue 1
Paulo Machado,£3.83m ,Ligue 1
Antoine Devaux,£1.17m ,Ligue 1
Pantxi Sirieix,£810Th. ,Ligue 1
Yannis Tafer,£900Th. ,Ligue 1
Fodé Mansare,£1.26m ,Ligue 1
Daniel Braaten,£2.97m ,Ligue 1
Adrien Regattin, ,Ligue 1
André-Pierre Gignac,£10.35m ,Ligue 1
Federico Santander,£1.62m ,Ligue 1
Xavier Pentecôte,£1.08m ,Ligue 1
Sören Larsen,£630Th. ,Ligue 1
Amadou Soukouna,£180Th. ,Ligue 1
Wissam Ben Yedder,£180Th. ,Ligue 1
Jérémie Janot,£2.70m ,Ligue 1
Pape Coulibaly,£270Th. ,Ligue 1
Jessy Moulin,£135Th. ,Ligue 1
Loïc Perrin,£3.15m ,Ligue 1
Carlos Bocanegra,£2.25m ,Ligue 1
Sylvain Marchal,£2.25m ,Ligue 1
Sylvain Monsoreau,£1.98m ,Ligue 1
Moustapha Sall,£1.80m ,Ligue 1
Yohan Benalouane,£1.26m ,Ligue 1
Pierrick Cros, ,Ligue 1
Yoann Andreu,£720Th. ,Ligue 1
Faouzi Ghoulam,£675Th. ,Ligue 1
Albin Ebondo,£2.70m ,Ligue 1
Loris Néry,£675Th. ,Ligue 1
Gelson Fernandes,£3.78m ,Ligue 1
Guirane N'Daw,£2.25m ,Ligue 1
Josuha Guilavogui,£1.08m ,Ligue 1
Boubacar Mansaly,£270Th. ,Ligue 1
Ismaël Diomandé, ,Ligue 1
Blaise Matuidi,£7.20m ,Ligue 1
Christophe Landrin,£1.35m ,Ligue 1
Sidy Sagna,£225Th. ,Ligue 1
Alejandro Alonso,£3.38m ,Ligue 1
Laurent Batlles,£900Th. ,Ligue 1
Dimitri Payet,£8.10m ,Ligue 1
Bakary Sako,£3.42m ,Ligue 1
Yoric Ravet,£585Th. ,Ligue 1
Emmanuel Rivière,£4.73m ,Ligue 1
Gonzalo Bergessio,£2.88m ,Ligue 1
Pierre-Emerick Aubameyang,£2.52m ,Ligue 1
Boubacar Sanogo,£1.62m ,Ligue 1
Idriss Saadi, ,Ligue 1
David Ospina,£5.85m ,Ligue 1
Lionel Létizi,£360Th. ,Ligue 1
Lucas Veronese,£135Th. ,Ligue 1
Renato Civelli,£1.98m ,Ligue 1
Drissa Diakité,£1.62m ,Ligue 1
Nemanja Pejcinovic,£1.44m ,Ligue 1
Larrys Mabiala,£1.17m ,Ligue 1
Ismaël Gace,£1.08m ,Ligue 1
Jonathan Quartey,£225Th. ,Ligue 1
Kévin Malaga,£135Th. ,Ligue 1
Julien Berthomier, ,Ligue 1
Grégory Paisley,£675Th. ,Ligue 1
Alain Cantareil,£585Th. ,Ligue 1
François Clerc,£2.16m ,Ligue 1
Lloyd Palun, ,Ligue 1
Moussa M'Bow, ,Ligue 1
Kafoumba Coulibaly,£2.16m ,Ligue 1
Didier Digard,£2.07m ,Ligue 1
Julien Sablé,£1.80m ,Ligue 1
Abeiku Quansah,£180Th. ,Ligue 1
Emerse Faé,£3.60m ,Ligue 1
David Hellebuyck,£1.44m ,Ligue 1
Abdou Traoré,£1.08m ,Ligue 1
Chaouki Ben Saada,£1.80m ,Ligue 1
Cyril Hennion, ,Ligue 1
Anthony Mounier,£4.95m ,Ligue 1
Habib Bamogo,£900Th. ,Ligue 1
Loïc Rémy,£13.95m ,Ligue 1
Éric Mouloungui,£2.03m ,Ligue 1
David Bellion,£1.44m ,Ligue 1
Danijel Ljuboja,£1.35m ,Ligue 1
Mickael Pote,£540Th. ,Ligue 1
Mamadou Bagayoko,£540Th. ,Ligue 1
Adeílson,£270Th. ,Ligue 1
Stéphane Bahoken, ,Ligue 1
Isma, ,Ligue 1
Olivier Sorin,£4.28m ,Ligue 1
Rémy Riou,£720Th. ,Ligue 1
Willy Maeyens,£270Th. ,Ligue 1
Simon Pontdemé,£225Th. ,Ligue 1
Adama Coulibaly,£4.50m ,Ligue 1
Jean-Pascal Mignot,£3.38m ,Ligue 1
Stéphane Grichting,£2.25m ,Ligue 1
Dariusz Dudka,£2.25m ,Ligue 1
Willy Boly,£450Th. ,Ligue 1
Onanga Itoua,£90Th. ,Ligue 1
Amara Kallé,£45Th. ,Ligue 1
Johnson Soumahoro,£45Th. ,Ligue 1
Jessie Londas, ,Ligue 1
Jérémy Berthod,£900Th. ,Ligue 1
Amadou Sidibé,£360Th. ,Ligue 1
Cédric Hengbart,£3.38m ,Ligue 1
Vincent Acapandié,£45Th. ,Ligue 1
Benoît Pedretti,£5.85m ,Ligue 1
Delvin N'Dinga,£4.05m ,Ligue 1
Christopher Missilou,£45Th. ,Ligue 1
Thomas Monconduit, ,Ligue 1
Anicet,£90Th. ,Ligue 1
Loïc Puyo, ,Ligue 1
Prince Segbefia, ,Ligue 1
Valter Birsa,£3.15m ,Ligue 1
Kamel Chafni,£2.07m ,Ligue 1
Frédéric Sammaritano,£1.26m ,Ligue 1
Alain Traoré,£1.08m ,Ligue 1
Steeven Langil,£1.53m ,Ligue 1
Maxime Bourgeois,£450Th. ,Ligue 1
Paul-Georges Ntep, ,Ligue 1
Dennis Oliech,£2.34m ,Ligue 1
Roy Contout,£1.98m ,Ligue 1
Ireneusz Jelen,£6.30m ,Ligue 1
Anthony Le Tallec,£3.06m ,Ligue 1
Julien Quercia,£1.44m ,Ligue 1
Jo-gook Jeong,£810Th. ,Ligue 1
Alexandre Licata,£540Th. ,Ligue 1
Yaya Sanogo,£360Th. ,Ligue 1
Mateusz Szczepaniak, ,Ligue 1
Gennaro Bracigliano,£1.80m ,Ligue 1
Damien Grégorini,£1.26m ,Ligue 1
Rémi Pillot,£315Th. ,Ligue 1
Ronan Le Crom,£45Th. ,Ligue 1
André Luiz,£2.25m ,Ligue 1
Jordan Lotiès,£1.44m ,Ligue 1
Joël Sami,£1.26m ,Ligue 1
Fodé Kébé, ,Ligue 1
Jonathan Brison,£1.98m ,Ligue 1
Reynald Lemaître,£1.80m ,Ligue 1
Massadio Haidara,£360Th. ,Ligue 1
Mickaël Chrétien Basser,£3.15m ,Ligue 1
Jean Calvé,£450Th. ,Ligue 1
Landry N'Guémo,£3.60m ,Ligue 1
Pascal Berenguer,£2.25m ,Ligue 1
Samba Diakité,£1.62m ,Ligue 1
Alfred N'Diaye,£1.53m ,Ligue 1
Fouad Rachid,£135Th. ,Ligue 1
Bakaye Traoré,£1.53m ,Ligue 1
Benjamin Gavanon,£1.35m ,Ligue 1
Alexandre Cuvillier,£1.53m ,Ligue 1
Julien Féret,£4.50m ,Ligue 1
Chris Malonga,£1.80m ,Ligue 1
Aatif Chahechouhe,£270Th. ,Ligue 1
Ziri Hammar, ,Ligue 1
Marama Vahirua,£3.15m ,Ligue 1
Youssouf Hadji,£4.05m ,Ligue 1
Paul Alo'o Efoulou,£1.71m ,Ligue 1
Djamel Bakar,£1.53m ,Ligue 1
Benjamin Jeannot,£720Th. ,Ligue 1
Nicolas Penneteau,£2.52m ,Ligue 1
Jean-Louis Leca,£270Th. ,Ligue 1
Grégory Wimbée,£45Th. ,Ligue 1
Milan Bisevac,£4.05m ,Ligue 1
Benjamin Angoua,£1.98m ,Ligue 1
Rafael,£900Th. ,Ligue 1
Nicolas Pallois,£450Th. ,Ligue 1
Bobo Balde,£360Th. ,Ligue 1
Nicolas Isimat-Mirin,£360Th. ,Ligue 1
Christopher Mfuyi,£270Th. ,Ligue 1
Siaka Tiéné,£3.15m ,Ligue 1
Gaëtan Bong,£2.25m ,Ligue 1
Rudy Mater,£3.15m ,Ligue 1
David Ducourtioux,£1.58m ,Ligue 1
Pierre Sagna, ,Ligue 1
