name,Market Value,age,height,position,foot,current club,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
Costinha,£1.35m ,28.0,170.0,Midfielder - Attacking Midfield,right,CD Santa Clara,,,,,25.0,3.0,0.0,1061.0,12.0,0.0,1.0,485.0,,,,,31.0,4.0,5.0,2298.0,36.0,1.0,3.0,3143.0,38.0,2.0,6.0,3209.0,24.0,2.0,0.0,1219.0,29.0,1.0,5.0,2117.0,3.0,0.0,0.0,96.0,Liga NOS
João Teixeira,£810Th. ,26.0,178.0,Midfielder - Attacking Midfield,right,GD Chaves,,,,,2.0,0.0,0.0,89.0,28.0,1.0,1.0,1468.0,38.0,4.0,6.0,3138.0,19.0,2.0,3.0,1273.0,20.0,2.0,2.0,1005.0,29.0,2.0,1.0,2154.0,13.0,1.0,1.0,389.0,25.0,1.0,1.0,1726.0,5.0,2.0,2.0,381.0,Liga NOS
Rafinha,£90Th. ,28.0,166.0,Midfielder - Attacking Midfield,both,Rebordosa AC,,,,,1.0,0.0,0.0,80.0,14.0,0.0,0.0,514.0,22.0,1.0,0.0,1469.0,,,,,1.0,0.0,0.0,120.0,4.0,0.0,0.0,124.0,,,,,2.0,0.0,0.0,103.0,,,,,Liga NOS
Willyan,£450Th. ,26.0,169.0,Forward - Left Winger,right,Gwangju FC,24.0,6.0,0.0,1139.0,24.0,6.0,0.0,1571.0,37.0,7.0,2.0,1947.0,26.0,1.0,0.0,852.0,27.0,3.0,3.0,1864.0,23.0,1.0,0.0,1344.0,22.0,2.0,0.0,983.0,51.0,11.0,4.0,3773.0,16.0,5.0,3.0,1260.0,,,,,Liga NOS
Yannick Djaló,£270Th. ,34.0,171.0,Forward - Left Winger,right,Retired,10.0,0.0,1.0,470.0,20.0,1.0,0.0,1033.0,18.0,3.0,1.0,1134.0,10.0,1.0,0.0,771.0,34.0,16.0,7.0,2378.0,,,,,19.0,4.0,0.0,955.0,,,,,,,,,,,,,Liga NOS
João Amaral,£1.35m ,29.0,172.0,Forward - Right Winger,both,FC Paços de Ferreira,,,,,,,,,,,,,1.0,0.0,0.0,48.0,,,,,36.0,5.0,2.0,2522.0,40.0,9.0,4.0,2805.0,30.0,10.0,5.0,2096.0,38.0,4.0,9.0,2166.0,2.0,0.0,1.0,142.0,Liga NOS
Emrah Bassan,£1.13m ,28.0,177.0,Forward - Right Winger,left,Büyüksehir Belediye Erzurumspor,36.0,3.0,3.0,1489.0,28.0,5.0,4.0,1384.0,43.0,7.0,6.0,2540.0,36.0,11.0,9.0,2967.0,22.0,5.0,2.0,1163.0,29.0,9.0,4.0,2059.0,9.0,2.0,2.0,261.0,31.0,1.0,12.0,2316.0,34.0,7.0,5.0,2249.0,4.0,0.0,3.0,287.0,Liga NOS
Arnold Issoko,£720Th. ,28.0,185.0,Forward - Right Winger,right,CD Cova Piedade,1.0,0.0,0.0,90.0,,,,,27.0,2.0,1.0,1267.0,46.0,8.0,1.0,2967.0,35.0,5.0,2.0,2172.0,30.0,0.0,1.0,1348.0,37.0,1.0,1.0,2603.0,18.0,3.0,8.0,1599.0,7.0,1.0,0.0,310.0,5.0,0.0,0.0,307.0,Liga NOS
Thomas Rodríguez,£450Th. ,24.0,183.0,Forward - Right Winger,right,Unión La Calera,,,,,,,,,,,,,1.0,0.0,0.0,14.0,8.0,0.0,0.0,377.0,12.0,0.0,0.0,186.0,9.0,1.0,0.0,381.0,18.0,3.0,3.0,965.0,8.0,0.0,0.0,247.0,,,,,Liga NOS
Vasco Costa,£180Th. ,29.0,184.0,Forward - Second Striker,right,AR São Martinho,,,,,,,,,,,,,1.0,0.0,0.0,90.0,20.0,3.0,1.0,896.0,13.0,1.0,0.0,529.0,24.0,0.0,1.0,686.0,3.0,3.0,0.0,221.0,,,,,,,,,Liga NOS
Gonçalo Paciência,£2.70m ,26.0,184.0,Forward - Centre-Forward,right,FC Schalke 04,,,,,0.0,0.0,0.0,0.0,19.0,5.0,0.0,1633.0,20.0,10.0,3.0,1411.0,30.0,4.0,3.0,1932.0,16.0,1.0,0.0,585.0,36.0,10.0,7.0,2070.0,18.0,5.0,1.0,461.0,43.0,10.0,6.0,2231.0,4.0,1.0,1.0,247.0,Liga NOS
André Pereira,£900Th. ,25.0,188.0,Forward - Centre-Forward,left,Rio Ave FC,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,13.0,4.0,1.0,815.0,33.0,12.0,6.0,2382.0,23.0,3.0,2.0,1113.0,26.0,3.0,2.0,1158.0,2.0,0.0,0.0,112.0,Liga NOS
Edinho,£180Th. ,38.0,182.0,Forward - Centre-Forward,right,CD Cova Piedade,15.0,5.0,0.0,1203.0,40.0,18.0,2.0,2640.0,29.0,13.0,2.0,1957.0,27.0,10.0,0.0,1439.0,33.0,13.0,3.0,2106.0,32.0,9.0,0.0,2070.0,38.0,10.0,3.0,1806.0,28.0,7.0,0.0,1564.0,21.0,7.0,1.0,1447.0,5.0,0.0,0.0,249.0,Liga NOS
Allef,£135Th. ,25.0,174.0,Forward - Centre-Forward,right,Baltika Kaliningrad,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7.0,1.0,0.0,82.0,12.0,2.0,2.0,345.0,19.0,8.0,1.0,1137.0,10.0,4.0,0.0,628.0,Liga NOS
Giorgi Makaridze,£450Th. ,30.0,194.0,Goalkeeper,right,UD Almería,31.0,30.0,9.0,2797.0,6.0,12.0,2.0,540.0,0.0,0.0,0.0,0.0,19.0,17.0,8.0,1597.0,41.0,33.0,16.0,3662.0,37.0,48.0,8.0,3330.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,1170.0,37.0,46.0,14.0,3285.0,2.0,1.0,1.0,180.0,Liga NOS
Rui Vieira,£270Th. ,28.0,189.0,Goalkeeper,right,GD Chaves Satelite,0.0,0.0,0.0,0.0,7.0,10.0,2.0,534.0,11.0,18.0,1.0,932.0,10.0,18.0,0.0,876.0,6.0,5.0,2.0,543.0,4.0,2.0,2.0,377.0,9.0,17.0,1.0,835.0,15.0,18.0,4.0,1350.0,,,,,,,,,Liga NOS
Cássio,£180Th. ,40.0,184.0,Goalkeeper,right,Al-Taawon,29.0,51.0,4.0,2610.0,35.0,34.0,13.0,3150.0,30.0,37.0,10.0,2700.0,29.0,34.0,14.0,2670.0,39.0,46.0,15.0,3476.0,38.0,42.0,13.0,3371.0,34.0,37.0,12.0,3035.0,33.0,31.0,13.0,2970.0,38.0,48.0,10.0,3450.0,1.0,1.0,0.0,90.0,Liga NOS
Carlos Alves,- ,22.0,187.0,Goalkeeper,right,CD Trofense,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,210.0,34.0,31.0,10.0,3060.0,1.0,1.0,0.0,90.0,Liga NOS
Marcelo,£2.70m ,31.0,185.0,Defender - Centre-Back,right,FC Paços de Ferreira,20.0,0.0,0.0,1702.0,32.0,1.0,0.0,2835.0,36.0,1.0,1.0,3240.0,25.0,2.0,0.0,2144.0,31.0,3.0,0.0,2703.0,37.0,1.0,0.0,3326.0,37.0,2.0,1.0,3312.0,20.0,0.0,0.0,1507.0,15.0,0.0,1.0,1240.0,4.0,0.0,0.0,360.0,Liga NOS
Nélson Monte,£1.80m ,25.0,187.0,Defender - Centre-Back,right,Rio Ave FC,,,,,,,,,1.0,0.0,0.0,90.0,12.0,0.0,0.0,870.0,17.0,0.0,0.0,1347.0,12.0,0.0,0.0,1031.0,33.0,0.0,1.0,2806.0,18.0,0.0,1.0,1446.0,25.0,0.0,0.0,2009.0,5.0,0.0,0.0,449.0,Liga NOS
Marcão,£810Th. ,24.0,185.0,Defender - Centre-Back,left,Galatasaray SK,,,,,,,,,,,,,,,,,10.0,0.0,0.0,388.0,2.0,1.0,0.0,164.0,25.0,1.0,0.0,1851.0,45.0,3.0,1.0,3993.0,39.0,0.0,0.0,3463.0,8.0,1.0,1.0,720.0,Liga NOS
Silvério,£180Th. ,24.0,186.0,Defender - Centre-Back,both,Académica Coimbra,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,2445.0,28.0,0.0,0.0,2372.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,2333.0,23.0,3.0,0.0,1872.0,6.0,0.0,0.0,530.0,Liga NOS
Yuri Ribeiro,£2.70m ,23.0,175.0,Defender - Left-Back,left,Nottingham Forest,,,,,,,,,,,,,9.0,0.0,0.0,840.0,22.0,0.0,0.0,1888.0,32.0,0.0,2.0,2872.0,29.0,1.0,5.0,2554.0,7.0,0.0,0.0,585.0,31.0,0.0,3.0,2739.0,2.0,0.0,0.0,180.0,Liga NOS
Bruno Teles,£360Th. ,34.0,183.0,Defender - Left-Back,left,Académica Coimbra,28.0,4.0,3.0,2520.0,28.0,1.0,4.0,2480.0,5.0,0.0,0.0,385.0,23.0,1.0,0.0,1860.0,7.0,0.0,0.0,513.0,1.0,0.0,0.0,69.0,19.0,1.0,1.0,1356.0,35.0,0.0,8.0,3180.0,21.0,0.0,1.0,1852.0,6.0,0.0,0.0,499.0,Liga NOS
Lionn,£1.35m ,31.0,184.0,Defender - Right-Back,right,Without Club,15.0,1.0,0.0,1100.0,30.0,0.0,0.0,2520.0,27.0,1.0,0.0,2279.0,36.0,1.0,3.0,3108.0,34.0,0.0,4.0,2827.0,15.0,0.0,1.0,961.0,33.0,1.0,2.0,2773.0,14.0,0.0,2.0,1156.0,13.0,0.0,0.0,1138.0,,,,,Liga NOS
Nadjack,£360Th. ,26.0,179.0,Defender - Right-Back,right,Grasshopper Club Zurich,,,,,,,,,,,,,33.0,0.0,0.0,2568.0,21.0,0.0,0.0,1622.0,13.0,0.0,0.0,1014.0,14.0,0.0,1.0,729.0,28.0,0.0,1.0,2433.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,206.0,Liga NOS
Pelé,£3.60m ,29.0,182.0,Midfielder - Defensive Midfield,right,Rio Ave FC,8.0,0.0,0.0,367.0,7.0,0.0,0.0,331.0,16.0,0.0,0.0,973.0,39.0,7.0,1.0,2868.0,33.0,4.0,5.0,2646.0,1.0,0.0,0.0,10.0,38.0,7.0,0.0,3418.0,21.0,0.0,1.0,1250.0,34.0,1.0,1.0,2352.0,2.0,0.0,0.0,71.0,Liga NOS
Tarantini,£450Th. ,37.0,188.0,Midfielder - Central Midfield,right,Rio Ave FC,25.0,0.0,2.0,2098.0,35.0,8.0,2.0,3085.0,37.0,4.0,2.0,3205.0,44.0,2.0,4.0,3722.0,33.0,5.0,4.0,2768.0,37.0,5.0,1.0,2881.0,38.0,2.0,2.0,3381.0,30.0,1.0,2.0,2239.0,39.0,5.0,0.0,3024.0,7.0,1.0,0.0,527.0,Liga NOS
Leandrinho,£450Th. ,27.0,178.0,Midfielder - Central Midfield,right,Avaí Futebol Clube (SC),3.0,0.0,1.0,194.0,21.0,0.0,4.0,1293.0,8.0,0.0,0.0,146.0,6.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,785.0,16.0,0.0,0.0,1063.0,19.0,0.0,0.0,800.0,,,,,Liga NOS
Pedro Moreira,£405Th. ,31.0,181.0,Midfielder - Central Midfield,right,FC Arouca,15.0,0.0,1.0,1003.0,29.0,0.0,0.0,2381.0,38.0,4.0,0.0,3269.0,41.0,4.0,3.0,2598.0,19.0,0.0,0.0,1283.0,16.0,1.0,0.0,795.0,18.0,1.0,0.0,294.0,12.0,0.0,0.0,477.0,,,,,6.0,0.0,0.0,466.0,Liga NOS
Óscar Barreto,£900Th. ,27.0,173.0,Midfielder - Right Midfield,right,Millonarios FC,,,,,,,,,11.0,2.0,0.0,648.0,23.0,2.0,4.0,1214.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,30.0,46.0,3.0,4.0,2562.0,19.0,0.0,1.0,703.0,,,,,,,,,Liga NOS
João Novais,£3.15m ,27.0,180.0,Midfielder - Attacking Midfield,right,SC Braga,1.0,0.0,0.0,22.0,24.0,0.0,0.0,708.0,28.0,1.0,0.0,1146.0,34.0,4.0,0.0,2214.0,23.0,2.0,2.0,1195.0,15.0,0.0,0.0,562.0,35.0,11.0,3.0,2560.0,33.0,3.0,5.0,1864.0,38.0,0.0,4.0,1814.0,1.0,0.0,0.0,13.0,Liga NOS
Chico Geraldes,£2.70m ,25.0,175.0,Midfielder - Attacking Midfield,both,Rio Ave FC,,,,,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,22.0,4.0,7.0,1402.0,38.0,8.0,2.0,2886.0,30.0,2.0,7.0,2092.0,38.0,4.0,11.0,2932.0,3.0,0.0,0.0,15.0,15.0,0.0,1.0,629.0,7.0,1.0,1.0,401.0,Liga NOS
Diego Lopes,£900Th. ,26.0,171.0,Midfielder - Attacking Midfield,both,Rio Ave FC,,,,,26.0,1.0,1.0,1133.0,38.0,0.0,4.0,2591.0,49.0,9.0,9.0,3351.0,34.0,3.0,2.0,2048.0,15.0,0.0,0.0,1019.0,20.0,3.0,0.0,1158.0,25.0,4.0,4.0,1869.0,36.0,7.0,6.0,2819.0,6.0,0.0,1.0,322.0,Liga NOS
Vitó,£90Th. ,23.0,180.0,Midfielder - Attacking Midfield,left,Casa Pia AC,,,,,,,,,,,,,2.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,51.0,12.0,1.0,0.0,233.0,7.0,0.0,2.0,303.0,20.0,3.0,0.0,1385.0,6.0,2.0,0.0,499.0,Liga NOS
Rúben Ribeiro,£1.80m ,33.0,175.0,Forward - Left Winger,right,Hatayspor,31.0,2.0,0.0,2352.0,29.0,8.0,1.0,2151.0,28.0,3.0,1.0,1396.0,22.0,2.0,0.0,1513.0,18.0,0.0,1.0,1571.0,36.0,1.0,3.0,2649.0,41.0,4.0,6.0,2806.0,11.0,2.0,3.0,812.0,13.0,4.0,4.0,917.0,3.0,0.0,0.0,207.0,Liga NOS
Nuno Santos,£810Th. ,25.0,176.0,Forward - Left Winger,left,Sporting CP,,,,,,,,,12.0,4.0,2.0,1016.0,36.0,8.0,7.0,2549.0,8.0,2.0,1.0,592.0,31.0,0.0,3.0,2080.0,32.0,2.0,3.0,979.0,8.0,3.0,1.0,594.0,38.0,5.0,7.0,2903.0,4.0,2.0,1.0,255.0,Liga NOS
Gabrielzinho,£540Th. ,24.0,171.0,Forward - Right Winger,right,Rio Ave FC,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,233.0,36.0,4.0,3.0,2128.0,27.0,2.0,3.0,1390.0,7.0,0.0,0.0,193.0,Liga NOS
André Silva, ,23.0,181.0,Forward - Right Winger,right,FC Arouca,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,203.0,3.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,Liga NOS
Gelson Dala,£630Th. ,24.0,175.0,Forward - Second Striker,right,Rio Ave FC,,,,,,,,,,,,,,,,,,,,,18.0,13.0,2.0,1340.0,13.0,5.0,2.0,699.0,26.0,7.0,8.0,1535.0,23.0,7.0,4.0,998.0,5.0,1.0,0.0,241.0,Liga NOS
Hélder Guedes,£1.35m ,33.0,184.0,Forward - Centre-Forward,right,GD Chaves,28.0,0.0,0.0,1409.0,16.0,1.0,0.0,510.0,48.0,8.0,0.0,2227.0,35.0,10.0,1.0,1947.0,33.0,9.0,3.0,1869.0,35.0,8.0,2.0,2175.0,36.0,12.0,8.0,2972.0,3.0,0.0,0.0,270.0,20.0,6.0,2.0,1048.0,,,,,Liga NOS
Anastasios Karamanos,£450Th. ,30.0,185.0,Forward - Centre-Forward,right,PAS Lamia 1964,16.0,0.0,1.0,846.0,25.0,4.0,1.0,1404.0,40.0,9.0,3.0,2542.0,30.0,3.0,4.0,2087.0,36.0,6.0,2.0,2355.0,36.0,7.0,2.0,2647.0,23.0,1.0,1.0,826.0,35.0,4.0,1.0,2749.0,32.0,1.0,1.0,2471.0,4.0,0.0,0.0,301.0,Liga NOS
Yazalde,£180Th. ,32.0,183.0,Forward - Centre-Forward,right,Without Club,29.0,8.0,3.0,2187.0,31.0,3.0,1.0,2518.0,34.0,8.0,2.0,2181.0,29.0,1.0,0.0,1520.0,35.0,3.0,5.0,1974.0,19.0,1.0,0.0,900.0,9.0,1.0,1.0,364.0,25.0,6.0,1.0,765.0,37.0,6.0,5.0,2186.0,,,,,Liga NOS
Charles,£1.35m ,26.0,186.0,Goalkeeper,right,CS Marítimo,,,,,,,,,,,,,9.0,16.0,2.0,780.0,0.0,0.0,0.0,0.0,20.0,20.0,8.0,1800.0,31.0,43.0,13.0,2746.0,25.0,37.0,8.0,2280.0,13.0,20.0,2.0,1170.0,0.0,0.0,0.0,0.0,Liga NOS
Amir Abedzadeh,£900Th. ,27.0,186.0,Goalkeeper,right,CS Marítimo,10.0,11.0,2.0,900.0,,,,,0.0,0.0,0.0,0.0,9.0,13.0,3.0,776.0,,,,,1.0,2.0,0.0,90.0,15.0,13.0,6.0,1360.0,14.0,16.0,4.0,1260.0,26.0,28.0,10.0,2370.0,4.0,7.0,0.0,360.0,Liga NOS
Rafael Broetto,£90Th. ,30.0,195.0,Goalkeeper,right,FK Panevezys,,,,,,,,,,,,,2.0,3.0,0.0,180.0,17.0,32.0,2.0,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,5.0,1257.0,21.0,39.0,1.0,1815.0,,,,,Liga NOS
Edgar Mendonça, ,24.0,185.0,Goalkeeper,right,CS Marítimo B,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,17.0,22.0,4.0,1496.0,,,,,Liga NOS
Pablo Santos,£1.35m ,28.0,188.0,Defender - Centre-Back,left,Hatayspor,,,,,22.0,2.0,0.0,1589.0,,,,,12.0,0.0,0.0,1080.0,10.0,0.0,1.0,897.0,1.0,0.0,0.0,90.0,25.0,1.0,0.0,2236.0,27.0,4.0,0.0,2133.0,29.0,1.0,0.0,2424.0,4.0,0.0,0.0,360.0,Liga NOS
Zainadine Júnior,£1.35m ,32.0,180.0,Defender - Centre-Back,right,CS Marítimo,,,,,,,,,22.0,1.0,1.0,1848.0,43.0,1.0,1.0,3689.0,49.0,3.0,2.0,4166.0,15.0,1.0,0.0,1041.0,38.0,1.0,1.0,3437.0,33.0,1.0,3.0,2970.0,33.0,3.0,1.0,3000.0,4.0,0.0,0.0,354.0,Liga NOS
Maurício Antônio,£1.22m ,28.0,183.0,Defender - Centre-Back,right,Portimonense SC,,,,,,,,,,,,,43.0,3.0,0.0,3748.0,31.0,1.0,1.0,2545.0,48.0,4.0,1.0,4164.0,39.0,6.0,0.0,3440.0,33.0,1.0,1.0,2925.0,3.0,0.0,0.0,270.0,4.0,0.0,0.0,360.0,Liga NOS
Dráusio,£540Th. ,29.0,188.0,Defender - Centre-Back,both,Without Club,,,,,7.0,0.0,0.0,559.0,11.0,2.0,0.0,879.0,,,,,,,,,34.0,1.0,0.0,2894.0,18.0,1.0,0.0,1581.0,,,,,,,,,,,,,Liga NOS
Diney Borges,£360Th. ,25.0,185.0,Defender - Centre-Back,right,FAR Rabat,,,,,,,,,,,,,27.0,1.0,0.0,2271.0,2.0,0.0,0.0,155.0,1.0,0.0,0.0,90.0,22.0,0.0,0.0,992.0,17.0,1.0,0.0,1360.0,23.0,0.0,0.0,1839.0,,,,,Liga NOS
Rúben,£720Th. ,30.0,183.0,Defender - Left-Back,left,CS Marítimo,19.0,1.0,1.0,1537.0,31.0,0.0,1.0,2655.0,29.0,1.0,2.0,2474.0,38.0,0.0,11.0,3340.0,22.0,3.0,3.0,1726.0,21.0,0.0,1.0,1837.0,20.0,0.0,3.0,1749.0,14.0,0.0,0.0,1108.0,21.0,1.0,4.0,1866.0,,,,,Liga NOS
Luís Martins,£450Th. ,28.0,177.0,Defender - Left-Back,left,Sporting Kansas City,5.0,0.0,0.0,246.0,33.0,2.0,0.0,2437.0,27.0,2.0,1.0,2220.0,5.0,0.0,0.0,325.0,9.0,0.0,0.0,342.0,15.0,0.0,0.0,1183.0,18.0,0.0,1.0,1562.0,31.0,1.0,1.0,2389.0,12.0,0.0,1.0,819.0,,,,,Liga NOS
Fábio China,£450Th. ,28.0,179.0,Defender - Left-Back,left,CS Marítimo,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,1142.0,16.0,0.0,0.0,1312.0,26.0,0.0,1.0,2333.0,17.0,0.0,0.0,1515.0,2.0,0.0,1.0,131.0,Liga NOS
Bebeto,£1.80m ,30.0,174.0,Defender - Right-Back,right,CD Tondela,,,,,,,,,,,,,,,,,,,,,,,,,41.0,2.0,3.0,3681.0,26.0,0.0,1.0,2192.0,19.0,0.0,1.0,1574.0,4.0,0.0,0.0,264.0,Liga NOS
Cristiano Gomes,£135Th. ,26.0,183.0,Defender - Right-Back,right,CS Marítimo B,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.0,0.0,0.0,396.0,,,,,1.0,0.0,0.0,30.0,,,,,Liga NOS
Nanú,- ,26.0,177.0,Defender - Right-Back,right,FC Porto,,,,,,,,,16.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,90.0,17.0,0.0,2.0,1450.0,35.0,2.0,6.0,3022.0,4.0,1.0,0.0,284.0,Liga NOS
Erdem Sen,£1.35m ,31.0,180.0,Midfielder - Defensive Midfield,right,Without Club,7.0,0.0,0.0,389.0,28.0,0.0,2.0,1840.0,29.0,4.0,3.0,2321.0,29.0,5.0,0.0,2293.0,27.0,1.0,1.0,2077.0,32.0,2.0,0.0,2843.0,21.0,0.0,1.0,1336.0,10.0,0.0,0.0,605.0,2.0,1.0,0.0,47.0,,,,,Liga NOS
João Gamboa,£1.35m ,24.0,187.0,Midfielder - Defensive Midfield,right,GD Estoril Praia,,,,,,,,,,,,,7.0,0.0,0.0,406.0,37.0,1.0,1.0,2712.0,25.0,0.0,1.0,1780.0,35.0,1.0,1.0,2600.0,18.0,0.0,1.0,1154.0,25.0,0.0,1.0,1540.0,5.0,0.0,0.0,440.0,Liga NOS
Fabrício Baiano,£630Th. ,28.0,177.0,Midfielder - Defensive Midfield,right,Caykur Rizespor,,,,,1.0,0.0,0.0,90.0,,,,,5.0,0.0,0.0,201.0,,,,,,,,,13.0,0.0,0.0,1046.0,26.0,0.0,0.0,1756.0,25.0,0.0,0.0,1944.0,5.0,0.0,1.0,441.0,Liga NOS
FÃ¡bio Pacheco,£630Th. ,32.0,180.0,Midfielder - Defensive Midfield,right,Moreirense FC,1.0,0.0,0.0,90.0,39.0,4.0,0.0,3285.0,39.0,0.0,0.0,3165.0,37.0,3.0,0.0,2599.0,32.0,1.0,0.0,2763.0,17.0,1.0,0.0,1345.0,22.0,1.0,0.0,1907.0,29.0,0.0,1.0,2095.0,27.0,1.0,2.0,2236.0,4.0,0.0,0.0,352.0,Liga NOS
Jean Cleber,£1.35m ,30.0,180.0,Midfielder - Central Midfield,right,CS Marítimo,,,,,,,,,22.0,0.0,1.0,1597.0,0.0,0.0,0.0,0.0,,,,,16.0,0.0,0.0,681.0,40.0,2.0,8.0,2783.0,49.0,0.0,3.0,2507.0,1.0,0.0,0.0,28.0,2.0,0.0,0.0,134.0,Liga NOS
Edgar Costa,£1.13m ,33.0,177.0,Midfielder - Right Midfield,right,CS Marítimo,18.0,1.0,0.0,788.0,8.0,0.0,0.0,321.0,19.0,6.0,0.0,1020.0,36.0,5.0,6.0,2452.0,36.0,6.0,8.0,2932.0,31.0,2.0,7.0,2372.0,28.0,2.0,4.0,1984.0,32.0,4.0,6.0,1981.0,30.0,0.0,2.0,1860.0,4.0,0.0,0.0,245.0,Liga NOS
Jorge Correa,£720Th. ,27.0,170.0,Midfielder - Left Midfield,left,CS Marítimo,1.0,0.0,0.0,12.0,,,,,25.0,6.0,3.0,1231.0,13.0,1.0,0.0,824.0,9.0,2.0,0.0,490.0,10.0,0.0,0.0,398.0,18.0,0.0,1.0,1280.0,37.0,5.0,2.0,2653.0,30.0,4.0,3.0,1959.0,4.0,0.0,0.0,214.0,Liga NOS
Éber Bessa,£540Th. ,28.0,166.0,Midfielder - Left Midfield,right,Botafogo de Futebol e Regatas,,,,,,,,,,,,,16.0,2.0,0.0,681.0,38.0,2.0,1.0,2621.0,31.0,2.0,1.0,1821.0,22.0,1.0,1.0,931.0,35.0,2.0,7.0,2714.0,36.0,2.0,7.0,2646.0,,,,,Liga NOS
Filipe Oliveira,£315Th. ,26.0,193.0,Midfielder - Left Midfield,left,UD Vilafranquense,4.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,2030.0,31.0,2.0,1.0,1986.0,,,,,,,,,15.0,1.0,0.0,714.0,21.0,0.0,1.0,634.0,23.0,3.0,2.0,1817.0,5.0,0.0,0.0,405.0,Liga NOS
Ricardo Valente,£1.35m ,29.0,181.0,Forward - Left Winger,right,Gaz Metan Medias,,,,,,,,,35.0,1.0,1.0,1881.0,39.0,19.0,1.0,3017.0,34.0,6.0,3.0,2083.0,32.0,4.0,0.0,1831.0,42.0,9.0,5.0,2972.0,17.0,2.0,0.0,768.0,22.0,2.0,2.0,1267.0,,,,,Liga NOS
Gevorg Ghazaryan,£675Th. ,32.0,180.0,Forward - Left Winger,left,AEL Limassol,44.0,5.0,2.0,3157.0,30.0,6.0,3.0,1897.0,21.0,1.0,1.0,1259.0,15.0,1.0,2.0,1033.0,25.0,3.0,3.0,1379.0,29.0,4.0,3.0,1951.0,13.0,1.0,0.0,289.0,20.0,3.0,2.0,1174.0,15.0,0.0,0.0,725.0,1.0,0.0,0.0,52.0,Liga NOS
Piqueti,£180Th. ,27.0,173.0,Forward - Right Winger,right,Ismaily SC,,,,,22.0,3.0,0.0,1015.0,34.0,4.0,1.0,2316.0,24.0,2.0,0.0,1540.0,28.0,3.0,0.0,1088.0,29.0,4.0,1.0,1675.0,13.0,0.0,0.0,522.0,,,,,27.0,1.0,0.0,1260.0,,,,,Liga NOS
Gildo Vilanculos,£90Th. ,25.0,171.0,Forward - Right Winger,left,CS Marítimo B,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,0.0,807.0,1.0,0.0,2.0,120.0,,,,,,,,,Liga NOS
Ibson Melo,£360Th. ,31.0,178.0,Forward - Second Striker,left,Sukhothai FC,,,,,0.0,0.0,0.0,0.0,,,,,25.0,2.0,0.0,1426.0,35.0,2.0,0.0,2624.0,36.0,7.0,4.0,3083.0,23.0,1.0,3.0,920.0,19.0,9.0,0.0,1552.0,8.0,3.0,1.0,714.0,,,,,Liga NOS
Joel Tagueu,£2.25m ,26.0,178.0,Forward - Centre-Forward,left,CS Marítimo,,,,,,,,,20.0,8.0,1.0,1584.0,16.0,1.0,0.0,525.0,16.0,2.0,0.0,621.0,26.0,3.0,0.0,1629.0,15.0,9.0,2.0,1164.0,38.0,10.0,2.0,2511.0,16.0,2.0,1.0,841.0,3.0,0.0,0.0,97.0,Liga NOS
