name,Market Value,current league
Luisinho,£1.62m ,LaLiga
Saúl García,£720Th. ,LaLiga
Fernando Navarro,£450Th. ,LaLiga
Juanfran,£4.50m ,LaLiga
Laure,£450Th. ,LaLiga
Guilherme,£3.60m ,LaLiga
Juan Domínguez,£1.08m ,LaLiga
Celso Borges,£4.50m ,LaLiga
Pedro Mosquera,£3.60m ,LaLiga
Fayçal Fajr,£1.80m ,LaLiga
Álex Bergantiños,£900Th. ,LaLiga
Edu Expósito, ,LaLiga
Emre Colak,£6.75m ,LaLiga
Carles Gil,£2.25m ,LaLiga
Gaël Kakuta,£900Th. ,LaLiga
Bicho,£270Th. ,LaLiga
Ryan Babel,£4.50m ,LaLiga
Ola John,£2.25m ,LaLiga
Bruno Gama,£1.35m ,LaLiga
Marlos Moreno,£900Th. ,LaLiga
Borja Valle,£630Th. ,LaLiga
Fede Cartabia,£1.35m ,LaLiga
Pinchi, ,LaLiga
Lucas Pérez,£13.50m ,LaLiga
Florin Andone,£4.50m ,LaLiga
Joselu,£3.15m ,LaLiga
Oriol Riera,£1.35m ,LaLiga
Guillermo Ochoa,£2.70m ,LaLiga
Rui Silva,£900Th. ,LaLiga
Oier Olazábal,£720Th. ,LaLiga
Ivan Kelava,£270Th. ,LaLiga
David Lombán,£2.25m ,LaLiga
Molla Wagué,£1.35m ,LaLiga
Rúben Vezo,£1.35m ,LaLiga
Matthieu Saunier,£1.08m ,LaLiga
Sverrir Ingi Ingason,£1.08m ,LaLiga
Gabriel Silva,£2.25m ,LaLiga
Franck Tabanou,£1.80m ,LaLiga
Gastón Silva,£1.08m ,LaLiga
Héctor Hernández,£540Th. ,LaLiga
Luís Martins,£450Th. ,LaLiga
Pervis Estupiñán,£360Th. ,LaLiga
Tito,£2.25m ,LaLiga
Dimitri Foulquier,£1.80m ,LaLiga
Sergi Samper,£3.15m ,LaLiga
Uche Agbo,£2.70m ,LaLiga
Martin Hongla,£270Th. ,LaLiga
Fran Rico,£2.25m ,LaLiga
Panagiotis Kone,£1.35m ,LaLiga
Rene Krhin,£1.35m ,LaLiga
Mubarak Wakaso,£900Th. ,LaLiga
Javi Márquez,£900Th. ,LaLiga
Victorien Angban,£900Th. ,LaLiga
Jean Carlos Silva,£90Th. ,LaLiga
Isaac Cuenca,£1.35m ,LaLiga
Andreas Pereira,£4.50m ,LaLiga
Jon Toral,£1.35m ,LaLiga
Jérémie Boga,£2.25m ,LaLiga
Darwin Machís,£900Th. ,LaLiga
Juanan Entrena,£180Th. ,LaLiga
Mehdi Carcela-González,£2.70m ,LaLiga
Omer Atzili,£720Th. ,LaLiga
Christian Bravo,£450Th. ,LaLiga
Aly Malle,£360Th. ,LaLiga
Alberto Bueno,£1.80m ,LaLiga
Adrián Ramos,£4.50m ,LaLiga
Artem Kravets,£2.25m ,LaLiga
Ezequiel Ponce,£2.25m ,LaLiga
David Barral,£540Th. ,LaLiga
Sergi Guardiola,£225Th. ,LaLiga
Roberto,£1.80m ,LaLiga
Pau López,£1.35m ,LaLiga
Diego López,£900Th. ,LaLiga
Andrés Prieto,£270Th. ,LaLiga
Diego Reyes,£5.40m ,LaLiga
Álvaro González,£5.40m ,LaLiga
Óscar Duarte,£1.80m ,LaLiga
Michaël Ciani,£450Th. ,LaLiga
Martín Demichelis,£180Th. ,LaLiga
Aarón Martín,£9.00m ,LaLiga
Rubén Duarte,£900Th. ,LaLiga
Víctor Álvarez,£900Th. ,LaLiga
Javi López,£1.80m ,LaLiga
Marc Navarro,£900Th. ,LaLiga
Roberto Correa,£450Th. ,LaLiga
David López,£5.85m ,LaLiga
Marc Roca,£1.80m ,LaLiga
Javi Fuego,£1.35m ,LaLiga
Pape Diop,£1.35m ,LaLiga
Víctor Sánchez,£3.60m ,LaLiga
Joan Jordán,£900Th. ,LaLiga
Salva Sevilla,£450Th. ,LaLiga
José Manuel Jurado,£3.15m ,LaLiga
Pablo Piatti,£5.40m ,LaLiga
Paco Montañés,£630Th. ,LaLiga
Leo Baptistão,£3.60m ,LaLiga
Hernán Pérez,£2.70m ,LaLiga
José Antonio Reyes,£720Th. ,LaLiga
Óscar Melendo,£450Th. ,LaLiga
Gerard Moreno,£7.20m ,LaLiga
Mamadou Sylla,£2.70m ,LaLiga
Felipe Caicedo,£2.70m ,LaLiga
Álvaro Vázquez,£1.35m ,LaLiga
Jairo Morillas,£270Th. ,LaLiga
Adrián Dalmau,£180Th. ,LaLiga
Antonio Adán,£7.20m ,LaLiga
Dani Giménez,£270Th. ,LaLiga
Manu Herrera,£90Th. ,LaLiga
Germán Pezzella,£5.40m ,LaLiga
Aïssa Mandi,£5.40m ,LaLiga
Bruno González,£2.25m ,LaLiga
Ryan Donk,£1.80m ,LaLiga
Alin Tosca,£1.80m ,LaLiga
José Carlos Ramírez,£720Th. ,LaLiga
Riza Durmisi,£5.40m ,LaLiga
Álex Martínez,£900Th. ,LaLiga
Cristiano Piccini,£2.70m ,LaLiga
Rafa Navarro,£1.35m ,LaLiga
Petros,£3.15m ,LaLiga
Didier Digard,£720Th. ,LaLiga
Dani Ceballos,£9.00m ,LaLiga
Rubén Pardo,£3.60m ,LaLiga
Darko Brasanac,£3.60m ,LaLiga
Felipe Gutiérrez,£2.70m ,LaLiga
Jonas Martin,£2.25m ,LaLiga
Fabián Ruiz,£450Th. ,LaLiga
Charly Musonda Jr.,£4.50m ,LaLiga
Dani Pacheco,£1.35m ,LaLiga
Matías Nahuel,£1.35m ,LaLiga
Francisco Portillo,£1.35m ,LaLiga
Joaquín,£450Th. ,LaLiga
Álvaro Cejudo,£1.35m ,LaLiga
Antonio Sanabria,£4.50m ,LaLiga
Alex Alegría,£1.80m ,LaLiga
Roman Zozulya,£900Th. ,LaLiga
Rubén Castro,£900Th. ,LaLiga
Carlos Kameni,£1.80m ,LaLiga
Denys Boyko,£900Th. ,LaLiga
Aarón Escandell,£180Th. ,LaLiga
Diego Llorente,£6.75m ,LaLiga
Luis Hernández,£2.70m ,LaLiga
Mikel Villanueva,£900Th. ,LaLiga
Bakary Koné,£720Th. ,LaLiga
Weligton,£450Th. ,LaLiga
Martín Demichelis,£180Th. ,LaLiga
Juankar,£2.25m ,LaLiga
Federico Ricca,£2.25m ,LaLiga
Roberto Rosales,£4.50m ,LaLiga
Miguel Torres,£1.80m ,LaLiga
Ignacio Camacho,£9.00m ,LaLiga
Luis Muñoz, ,LaLiga
Recio,£3.15m ,LaLiga
Zdravko Kuzmanovic,£900Th. ,LaLiga
José Rodríguez,£900Th. ,LaLiga
Pablo Fornals,£9.00m ,LaLiga
Duda,£90Th. ,LaLiga
Juanpi Añor,£2.25m ,LaLiga
Javi Ontiveros,£2.70m ,LaLiga
Jony,£2.25m ,LaLiga
Chory Castro,£1.35m ,LaLiga
Álex Mula, ,LaLiga
Keko,£2.70m ,LaLiga
Kuki Zalazar, ,LaLiga
Sandro Ramírez,£9.00m ,LaLiga
Adalberto Peñaranda,£2.70m ,LaLiga
Michael Santos,£2.25m ,LaLiga
Charles,£1.35m ,LaLiga
Youssef En-Nesyri,£900Th. ,LaLiga
Raúl Lizoain,£720Th. ,LaLiga
Javi Varas,£360Th. ,LaLiga
Mauricio Lemos,£9.00m ,LaLiga
Pedro Bigas,£4.50m ,LaLiga
Aythami Artiles,£900Th. ,LaLiga
David García,£90Th. ,LaLiga
Dani Castellano,£3.60m ,LaLiga
Hélder Lopes,£1.35m ,LaLiga
Míchel,£2.25m ,LaLiga
David Simón,£1.35m ,LaLiga
Eric Curbelo, ,LaLiga
Vicente Gómez,£3.15m ,LaLiga
Javi Castellano,£360Th. ,LaLiga
Roque Mesa,£10.80m ,LaLiga
Ángel Montoro,£900Th. ,LaLiga
Hernán Santana,£720Th. ,LaLiga
Jonathan Viera,£9.00m ,LaLiga
Kevin-Prince Boateng,£4.50m ,LaLiga
Alen Halilovic,£3.60m ,LaLiga
Tana,£3.15m ,LaLiga
Tyronne,£360Th. ,LaLiga
Jesé,£6.75m ,LaLiga
Momo,£90Th. ,LaLiga
Benito Ramírez, ,LaLiga
Nabil El Zhar,£1.80m ,LaLiga
Mateo García,£1.08m ,LaLiga
José Artiles,£90Th. ,LaLiga
Marko Livaja,£2.25m ,LaLiga
Sergio Araujo,£1.80m ,LaLiga
Alfredo Ortuño,£900Th. ,LaLiga
Asdrúbal Padrón,£270Th. ,LaLiga
Héctor Figueroa,£225Th. ,LaLiga
Erik Expósito, ,LaLiga
Yoel Rodríguez,£2.25m ,LaLiga
Asier Riesgo,£900Th. ,LaLiga
Quique Cebriá,£270Th. ,LaLiga
Markel Areitio,£180Th. ,LaLiga
Jon Ander Felipe,£90Th. ,LaLiga
Florian Lejeune,£4.50m ,LaLiga
Alejandro Gálvez,£2.25m ,LaLiga
Mauro dos Santos,£1.80m ,LaLiga
Anaitz Arbilla,£1.35m ,LaLiga
Iván Ramis,£900Th. ,LaLiga
Unai Elgezabal,£270Th. ,LaLiga
Jon Ander Amelibia,£270Th. ,LaLiga
Julen López, ,LaLiga
Antonio Luna,£1.80m ,LaLiga
David Juncà,£1.35m ,LaLiga
Roger Escoruela,£45Th. ,LaLiga
Ander Capa,£4.50m ,LaLiga
Rubﾃｩn Peﾃｱa,£1.35m ,LaLiga
Jordi Calavera,£720Th. ,LaLiga
Gonzalo Escalante,£4.50m ,LaLiga
Dani García,£4.50m ,LaLiga
Adrián González,£2.70m ,LaLiga
Fran Rico,£2.25m ,LaLiga
Christian Rivera,£900Th. ,LaLiga
Íñigo Barrenetxea,£180Th. ,LaLiga
Imanol Sarriegi,£45Th. ,LaLiga
Takashi Inui,£2.70m ,LaLiga
Bebé,£2.25m ,LaLiga
Pere Milla,£270Th. ,LaLiga
Sergio García,£90Th. ,LaLiga
Pedro León,£4.50m ,LaLiga
Jota Peleteiro,£1.08m ,LaLiga
Thaylor,£225Th. ,LaLiga
Josué Dorrio, ,LaLiga
Sergi Enrich,£9.00m ,LaLiga
Kike García,£2.70m ,LaLiga
Nano Mesa,£630Th. ,LaLiga
Juanfran,£180Th. ,LaLiga
Iván Cuéllar,£720Th. ,LaLiga
Diego Mariño,£720Th. ,LaLiga
Óscar Whalley,£180Th. ,LaLiga
Jorge Meré,£5.40m ,LaLiga
Jean-Sylvain Babin,£1.35m ,LaLiga
Fernando Amorebieta,£1.35m ,LaLiga
Juan Rodríguez, ,LaLiga
Isma López,£2.25m ,LaLiga
Roberto Canella,£1.35m ,LaLiga
Elderson,£900Th. ,LaLiga
Lillo Castellano,£1.62m ,LaLiga
Douglas,£1.35m ,LaLiga
Mikel Vesga,£1.35m ,LaLiga
Sergio Álvarez,£2.70m ,LaLiga
Nacho Cases,£1.35m ,LaLiga
Rachid Aït-Atmane,£900Th. ,LaLiga
Alberto Lora,£900Th. ,LaLiga
Xavi Torres,£900Th. ,LaLiga
Cristian Salvador,£225Th. ,LaLiga
Pablo Pérez,£540Th. ,LaLiga
Dani Ndi,£450Th. ,LaLiga
Pablo Fernández, ,LaLiga
Moi Gómez,£2.70m ,LaLiga
Burgui,£1.35m ,LaLiga
Víctor Rodríguez,£1.35m ,LaLiga
Akram Afif,£540Th. ,LaLiga
Álvaro Bustos,£270Th. ,LaLiga
Carlos Carmona,£1.80m ,LaLiga
Duje Cop,£3.15m ,LaLiga
Lacina Traore,£2.25m ,LaLiga
Carlos Castro,£1.62m ,LaLiga
Borja Viguera,£1.35m ,LaLiga
Rubén Sánchez, ,LaLiga
Iago Herrerín,£2.70m ,LaLiga
Jon Ander Serantes,£1.35m ,LaLiga
Alberto Brignoli,£900Th. ,LaLiga
Nereo Champagne,£360Th. ,LaLiga
Diego Barrios, ,LaLiga
Pablo Insua,£2.70m ,LaLiga
Dimitrios Siovas,£1.80m ,LaLiga
Unai Bustinza,£900Th. ,LaLiga
Martín Mantovani,£720Th. ,LaLiga
Álvaro Molina,- ,LaLiga
Diego Rico,£1.80m ,LaLiga
Adrián Marín,£900Th. ,LaLiga
Sergio Segura, ,LaLiga
Tito,£2.25m ,LaLiga
Víctor Díaz,£1.08m ,LaLiga
Rubén Pérez,£2.25m ,LaLiga
David Timor,£1.80m ,LaLiga
Carl Medjani,£1.26m ,LaLiga
Erik Morán,£900Th. ,LaLiga
Gabriel,£3.60m ,LaLiga
Unai López,£1.80m ,LaLiga
Alberto Martín,£720Th. ,LaLiga
Lluis Sastre,£270Th. ,LaLiga
Iu Ranera,£45Th. ,LaLiga
Álex Mozo, ,LaLiga
Alexander Szymanowski,£4.50m ,LaLiga
Darwin Machís,£900Th. ,LaLiga
Samu García,£1.80m ,LaLiga
Nabil El Zhar,£1.80m ,LaLiga
Rober Ibáñez,£1.35m ,LaLiga
Omar Ramos,£1.35m ,LaLiga
Toni Dovale,£180Th. ,LaLiga
Sergio Arribas, ,LaLiga
Alberto Bueno,£1.80m ,LaLiga
Luciano,£2.25m ,LaLiga
Miguel Ángel Guerrero,£1.35m ,LaLiga
Mamadou Koné,£450Th. ,LaLiga
Fernando Pacheco,£4.50m ,LaLiga
Adrián Ortolá,£720Th. ,LaLiga
Víctor Laguardia,£2.70m ,LaLiga
Zouhair Feddal,£2.70m ,LaLiga
Aleksandar Pantic,£1.80m ,LaLiga
Rodrigo Ely,£1.80m ,LaLiga
Alexis Ruano,£1.35m ,LaLiga
Theo Hernández,£13.50m ,LaLiga
RaÃºl Carnero,£900Th. ,LaLiga
Kiko Femenía,£3.60m ,LaLiga
Carlos Vigaray,£900Th. ,LaLiga
Martín Aguirregabiria, ,LaLiga
Dani Torres,£1.80m ,LaLiga
Manu García,£1.35m ,LaLiga
Víctor Camarasa,£4.50m ,LaLiga
Nenad Krsticic,£900Th. ,LaLiga
Einar Galilea,£180Th. ,LaLiga
Sergio Llamas,£90Th. ,LaLiga
Marcos Llorente,£13.50m ,LaLiga
Óscar Romero,£4.50m ,LaLiga
Manu García,£900Th. ,LaLiga
Aleksandar Katai,£1.80m ,LaLiga
Cristian Espinoza,£2.25m ,LaLiga
Ibai Gómez,£1.80m ,LaLiga
Edgar Méndez,£1.80m ,LaLiga
Gaizka Toquero,£450Th. ,LaLiga
Deyverson,£4.50m ,LaLiga
Christian Santos,£1.35m ,LaLiga
Rubén Sobrino,£450Th. ,LaLiga
Manu Barreiro,£270Th. ,LaLiga
Salvatore Sirigu,£3.60m ,LaLiga
Nauzet Pérez,£540Th. ,LaLiga
Mario Fernández,£450Th. ,LaLiga
Álvaro Fernández,£225Th. ,LaLiga
Juan Pérez,£90Th. ,LaLiga
David García,£1.62m ,LaLiga
Unai García,£1.08m ,LaLiga
Jhon Mondragón,£720Th. ,LaLiga
Tano Bonnín,£630Th. ,LaLiga
Miguel Flaño,£360Th. ,LaLiga
Nikola Vujadinovic,£360Th. ,LaLiga
Iván Márquez,£270Th. ,LaLiga
Juan Rafael Fuentes,£1.08m ,LaLiga
Carlos Clerc,£900Th. ,LaLiga
Aitor Buñuel,£540Th. ,LaLiga
Javier Flaño,£270Th. ,LaLiga
Oier,£1.62m ,LaLiga
Raoul Loé,£900Th. ,LaLiga
Didier Digard,£720Th. ,LaLiga
Luis Perea,£180Th. ,LaLiga
Goran Causic,£1.35m ,LaLiga
Fran Mérida,£900Th. ,LaLiga
Fausto Tienza,£540Th. ,LaLiga
Antonio Otegui,£270Th. ,LaLiga
Imanol García,£270Th. ,LaLiga
Roberto Torres,£2.70m ,LaLiga
Álex Berenguer,£5.40m ,LaLiga
Miguel de las Cuevas,£900Th. ,LaLiga
Jaime Romero,£540Th. ,LaLiga
Javi Álamo,£360Th. ,LaLiga
Miguel Olavide,£360Th. ,LaLiga
Kike Barja,£315Th. ,LaLiga
Aitor Lorea,£45Th. ,LaLiga
Sergio León,£3.15m ,LaLiga
Kenan Kodro,£2.70m ,LaLiga
Emmanuel Rivière,£1.35m ,LaLiga
Oriol Riera,£1.35m ,LaLiga
Kevin Trapp,£9.00m ,Ligue 1
Alphonse Areola,£9.00m ,Ligue 1
Salvatore Sirigu,£3.60m ,Ligue 1
Rémy Descamps,£135Th. ,Ligue 1
Marquinhos,£31.50m ,Ligue 1
David Luiz,£27.00m ,Ligue 1
Thiago Silva,£10.80m ,Ligue 1
Presnel Kimpembe,£7.20m ,Ligue 1
Benjamin Stambouli,£5.40m ,Ligue 1
Layvin Kurzawa,£19.80m ,Ligue 1
Maxwell,£900Th. ,Ligue 1
Fodé Ballo-Touré, ,Ligue 1
Serge Aurier,£13.50m ,Ligue 1
Thomas Meunier,£8.10m ,Ligue 1
Youssouf Sabaly,£4.05m ,Ligue 1
Alec Georgen,£135Th. ,Ligue 1
Grzegorz Krychowiak,£22.50m ,Ligue 1
Thiago Motta,£1.80m ,Ligue 1
Lorenzo Callegari, ,Ligue 1
Marco Verratti,£40.50m ,Ligue 1
Blaise Matuidi,£27.00m ,Ligue 1
Adrien Rabiot,£16.20m ,Ligue 1
Giovani Lo Celso,£7.20m ,Ligue 1
Gustavo Hebling,£360Th. ,Ligue 1
Julian Draxler,£31.50m ,Ligue 1
Javier Pastore,£18.00m ,Ligue 1
Hatem Ben Arfa,£9.00m ,Ligue 1
Christopher Nkunku,£2.70m ,Ligue 1
Jonathan Ikoné,£630Th. ,Ligue 1
Gonçalo Guedes,£15.30m ,Ligue 1
Jesé,£6.75m ,Ligue 1
Gaëtan Robail, ,Ligue 1
Ángel Di María,£36.00m ,Ligue 1
Lucas Moura,£34.20m ,Ligue 1
Romain Habran,£540Th. ,Ligue 1
Edinson Cavani,£40.50m ,Ligue 1
Jean-Kévin Augustin,£2.70m ,Ligue 1
Jean-Christophe Bahebeck,£2.25m ,Ligue 1
Odsonne Edouard,£1.35m ,Ligue 1
Danijel Subasic,£4.50m ,Ligue 1
Morgan De Sanctis,£225Th. ,Ligue 1
Seydou Sy,£135Th. ,Ligue 1
Loïc Badiashile,£135Th. ,Ligue 1
Kamil Glik,£16.20m ,Ligue 1
Jemerson,£12.60m ,Ligue 1
Marcel Tisserand,£2.70m ,Ligue 1
Andrea Raggi,£1.35m ,Ligue 1
Abdou Diallo,£900Th. ,Ligue 1
Dinis Almeida,£270Th. ,Ligue 1
Raphaël Diarra,£180Th. ,Ligue 1
Safwan Mbaé, ,Ligue 1
Kouadio-Yves Dabila, ,Ligue 1
Benjamin Mendy,£11.70m ,Ligue 1
Jorge,£5.40m ,Ligue 1
Elderson,£900Th. ,Ligue 1
Djibril Sidibé,£16.20m ,Ligue 1
Almamy Touré,£3.60m ,Ligue 1
Pierre-Daniel Nguinda, ,Ligue 1
Fabinho,£22.50m ,Ligue 1
Tiemoué Bakayoko,£14.40m ,Ligue 1
Kévin N'Doram,£900Th. ,Ligue 1
Tristan Muyumba, ,Ligue 1
João Moutinho,£11.70m ,Ligue 1
Adama Traoré,£2.70m ,Ligue 1
Youssef Aït Bennasser,£2.70m ,Ligue 1
Jonathan Mexique,£360Th. ,Ligue 1
Gabriel Boschilia,£4.05m ,Ligue 1
Adrien Bongiovanni, ,Ligue 1
Dylan Beaulieu, ,Ligue 1
Kylian Mbappé,£31.50m ,Ligue 1
Thomas Lemar,£21.60m ,Ligue 1
Ivan Cavaleiro,£6.75m ,Ligue 1
Allan Saint-Maximin,£2.70m ,Ligue 1
Yhoan Andzouana,£135Th. ,Ligue 1
Corentin Tirard,£135Th. ,Ligue 1
Bernardo Silva,£36.00m ,Ligue 1
Rony Lopes,£7.20m ,Ligue 1
Gil Dias,£1.80m ,Ligue 1
Nabil Dirar,£1.80m ,Ligue 1
Falcao,£13.50m ,Ligue 1
Valère Germain,£9.00m ,Ligue 1
Guido Carrillo,£5.40m ,Ligue 1
Corentin Jean,£2.25m ,Ligue 1
Lacina Traore,£2.25m ,Ligue 1
Ilyes Chaïbi,£270Th. ,Ligue 1
Irvin Cardona, ,Ligue 1
Anthony Lopes,£12.60m ,Ligue 1
Mathieu Gorgelin,£360Th. ,Ligue 1
Lucas Mocio,£135Th. ,Ligue 1
Nicolas N'Koulou,£6.75m ,Ligue 1
Emanuel Mammana,£6.30m ,Ligue 1
Mapou Yanga-Mbiwa,£5.85m ,Ligue 1
Mouctar Diakhaby,£2.25m ,Ligue 1
Jérémy Morel,£900Th. ,Ligue 1
Maciej Rybus,£3.15m ,Ligue 1
Louis Nganioni,£1.13m ,Ligue 1
Rafael,£4.50m ,Ligue 1
Christophe Jallet,£900Th. ,Ligue 1
Jordy Gaspar,£360Th. ,Ligue 1
Maxime Gonalons,£12.60m ,Ligue 1
Lucas Tousart,£4.50m ,Ligue 1
Corentin Tolisso,£19.80m ,Ligue 1
Sergi Darder,£9.90m ,Ligue 1
Jordan Ferri,£5.40m ,Ligue 1
Clément Grenier,£3.15m ,Ligue 1
Olivier Kemen,£1.13m ,Ligue 1
Houssem Aouar,£270Th. ,Ligue 1
Timothé Cognat, ,Ligue 1
Gaëtan Perrin,£270Th. ,Ligue 1
Nabil Fekir,£12.60m ,Ligue 1
Mathieu Valbuena,£2.70m ,Ligue 1
Memphis Depay,£17.10m ,Ligue 1
Maxwel Cornet,£9.00m ,Ligue 1
Rachid Ghezzal,£7.20m ,Ligue 1
Aldo Kalulu,£900Th. ,Ligue 1
Romain Del Castillo,£720Th. ,Ligue 1
Alexandre Lacazette,£36.00m ,Ligue 1
Jean-Philippe Mateta,£1.80m ,Ligue 1
Myziane Maolida, ,Ligue 1
Alan Dzabana, ,Ligue 1
Yohann Pelé,£450Th. ,Ligue 1
Brice Samba,£360Th. ,Ligue 1
Florian Escales,£135Th. ,Ligue 1
Dória,£2.25m ,Ligue 1
Karim Rekik,£2.25m ,Ligue 1
Rolando,£1.35m ,Ligue 1
Gaël Andonian,£225Th. ,Ligue 1
Bill Tuiloma,£135Th. ,Ligue 1
Henri Bedimo,£900Th. ,Ligue 1
Patrice Evra,£900Th. ,Ligue 1
Hiroki Sakai,£2.25m ,Ligue 1
Bouna Sarr,£1.80m ,Ligue 1
Tomas Hubocan,£1.35m ,Ligue 1
Rod Fanni,£450Th. ,Ligue 1
Julien Da Costa, ,Ligue 1
William Vainqueur,£4.95m ,Ligue 1
Lassana Diarra,£4.50m ,Ligue 1
Grégory Sertic,£3.60m ,Ligue 1
André Zambo Anguissa,£1.80m ,Ligue 1
Boubacar Kamara, ,Ligue 1
Morgan Sanson,£10.80m ,Ligue 1
Maxime López,£4.05m ,Ligue 1
Zinédine Machach,£1.13m ,Ligue 1
Abou Diaby,£225Th. ,Ligue 1
Rémy Cabella,£6.75m ,Ligue 1
Saîf-Eddine Khaoui,£720Th. ,Ligue 1
Dimitri Payet,£23.40m ,Ligue 1
Florian Thauvin,£16.20m ,Ligue 1
Clinton N'Jie,£6.30m ,Ligue 1
Romain Alessandrini,£2.70m ,Ligue 1
Bafétimbi Gomis,£4.50m ,Ligue 1
Aaron Leya Iseka,£1.13m ,Ligue 1
Antoine Rabillard,£135Th. ,Ligue 1
Stéphane Ruffier,£5.40m ,Ligue 1
Anthony Maisonnial,£540Th. ,Ligue 1
Jessy Moulin,£225Th. ,Ligue 1
Alexis Guendouz, ,Ligue 1
Loïc Perrin,£6.75m ,Ligue 1
Florentin Pogba,£4.05m ,Ligue 1
Kévin Théophile-Catherine,£3.60m ,Ligue 1
Léo Lacroix,£2.70m ,Ligue 1
Ben Karamoko,£158Th. ,Ligue 1
Rayan Souici, ,Ligue 1
Clément Cabaton, ,Ligue 1
Mickaël Nade, ,Ligue 1
Cheikh M'Bengue,£1.80m ,Ligue 1
Pierre-Yves Polomat,£1.35m ,Ligue 1
Kévin Malcuit,£2.70m ,Ligue 1
Ronaël Pierre-Gabriel,£540Th. ,Ligue 1
Jérrold Nyemeck,£135Th. ,Ligue 1
Ole Selnaes,£2.70m ,Ligue 1
Vincent Pajot,£2.25m ,Ligue 1
Fabien Lemoine,£1.80m ,Ligue 1
Jérémy Clément,£900Th. ,Ligue 1
Habib Maïga,£135Th. ,Ligue 1
Jordan Veretout,£8.10m ,Ligue 1
Bryan Dabo,£3.15m ,Ligue 1
Erin Pinheiro,£135Th. ,Ligue 1
Kenny Rocha Santos,£135Th. ,Ligue 1
Henri Saivet,£4.50m ,Ligue 1
Benjamin Corgnet,£900Th. ,Ligue 1
Kévin Monnet-Paquet,£2.25m ,Ligue 1
Jorginho,£1.35m ,Ligue 1
Jonathan Bamba,£900Th. ,Ligue 1
Dylan Saint-Louis,£630Th. ,Ligue 1
Arnaud Nordin,£540Th. ,Ligue 1
Hamidou Keyta, ,Ligue 1
Romain Hamouma,£3.60m ,Ligue 1
Oussama Tannane,£2.70m ,Ligue 1
Lamine Ghezali, ,Ligue 1
Robert Beric,£4.05m ,Ligue 1
Nolan Roux,£2.25m ,Ligue 1
Neal Maupay,£1.80m ,Ligue 1
Alexander Söderlund,£1.80m ,Ligue 1
Benjamin Aulagnier, ,Ligue 1
Jérôme Prior,£1.35m ,Ligue 1
Cédric Carrasso,£900Th. ,Ligue 1
Paul Bernardoni,£720Th. ,Ligue 1
Nicolas Pallois,£3.15m ,Ligue 1
Cédric Yambéré,£1.80m ,Ligue 1
Pablo,£1.13m ,Ligue 1
Vukasin Jovanovic,£1.13m ,Ligue 1
Igor Lewczuk,£900Th. ,Ligue 1
Diego Contento,£1.80m ,Ligue 1
Maxime Poundjé,£1.35m ,Ligue 1
Théo Pellenard,£540Th. ,Ligue 1
Youssouf Sabaly,£4.05m ,Ligue 1
Frédéric Guilbert,£2.25m ,Ligue 1
Milan Gajic,£1.58m ,Ligue 1
Grégory Sertic,£3.60m ,Ligue 1
Jérémy Toulalan,£1.80m ,Ligue 1
Younès Kaabouni,£360Th. ,Ligue 1
Valentín Vada,£3.60m ,Ligue 1
Younousse Sankharé,£3.15m ,Ligue 1
Mauro Arambarri,£1.13m ,Ligue 1
Jaroslav Plasil,£900Th. ,Ligue 1
Abdou Traoré,£540Th. ,Ligue 1
Zaydou Youssouf, ,Ligue 1
Nicolas Maurice-Belay,£900Th. ,Ligue 1
François Kamano,£4.05m ,Ligue 1
Thomas Touré,£1.35m ,Ligue 1
Malcom,£9.00m ,Ligue 1
Jérémy Ménez,£5.40m ,Ligue 1
Adam Ounas,£3.60m ,Ligue 1
Daniel Mancini,£1.13m ,Ligue 1
Diego Rolán,£7.20m ,Ligue 1
Gaëtan Laborde,£4.50m ,Ligue 1
Enzo Crivelli,£3.60m ,Ligue 1
Isaac Kiese Thelin,£1.35m ,Ligue 1
Kévin Soni,£225Th. ,Ligue 1
Jorris Romil, ,Ligue 1
Vincent Enyeama,£900Th. ,Ligue 1
Mike Maignan,£720Th. ,Ligue 1
Jean Butez,£135Th. ,Ligue 1
Adama Soumaoro,£2.25m ,Ligue 1
Stoppila Sunzu,£1.17m ,Ligue 1
Renato Civelli,£900Th. ,Ligue 1
Marko Basa,£900Th. ,Ligue 1
Júnior Alonso,£720Th. ,Ligue 1
Gabriel,£540Th. ,Ligue 1
Olivier Lesueur, ,Ligue 1
Julian Palmieri,£1.80m ,Ligue 1
Hamza Mendyl,£225Th. ,Ligue 1
Youssouf Koné,£135Th. ,Ligue 1
Sébastien Corchia,£6.75m ,Ligue 1
Benjamin Pavard,£3.15m ,Ligue 1
Franck Béria,£450Th. ,Ligue 1
Carlens Arcus,£135Th. ,Ligue 1
Ibrahim Amadou,£2.25m ,Ligue 1
Rio Mavuba,£900Th. ,Ligue 1
Emmanuel Debordeaux,£135Th. ,Ligue 1
Valentin Vanbaleghem, ,Ligue 1
Soualiho Meïté,£6.30m ,Ligue 1
Younousse Sankharé,£3.15m ,Ligue 1
Xeka,£1.13m ,Ligue 1
Mounir Obbadi,£900Th. ,Ligue 1
Yves Bissouma,£720Th. ,Ligue 1
Valère Pollet, ,Ligue 1
Yassine Benzia,£2.70m ,Ligue 1
Eric Bauthéac,£1.80m ,Ligue 1
Farès Bahlouli,£1.13m ,Ligue 1
Marvin Martin,£450Th. ,Ligue 1
