name,Market Value,current league
Moisés García, ,LaLiga
Roberto Canella,£2.70m ,LaLiga
Ayoze,£810Th. ,LaLiga
Álex Menéndez, ,LaLiga
Damián Suárez,£900Th. ,LaLiga
Sebastián Eguren,£2.25m ,LaLiga
Alberto Lora,£2.52m ,LaLiga
André Castro,£2.25m ,LaLiga
Nacho Cases,£1.62m ,LaLiga
Alberto Rivera,£1.35m ,LaLiga
Ricardo León,£1.26m ,LaLiga
Sergio Álvarez,£450Th. ,LaLiga
Óscar Trejo,£2.25m ,LaLiga
Carmelo,£1.26m ,LaLiga
Juan Muñiz, ,LaLiga
Miguel de las Cuevas,£4.50m ,LaLiga
Nacho Novo,£1.35m ,LaLiga
Gastón Sangoy,£900Th. ,LaLiga
Formose Mendy,£180Th. ,LaLiga
Adrián Colunga,£2.70m ,LaLiga
David Barral,£2.70m ,LaLiga
Luis Morán,£1.62m ,LaLiga
Mate Bilic,£1.08m ,LaLiga
Casto,£1.80m ,LaLiga
Iñaki Goitia,£1.08m ,LaLiga
Fabri,£1.08m ,LaLiga
Adrián, ,LaLiga
Chechu Dorado,£2.25m ,LaLiga
Paulão,£2.25m ,LaLiga
Ustaritz,£1.62m ,LaLiga
Dusko Tosic,£1.35m ,LaLiga
Mario Abrante,£1.26m ,LaLiga
Antonio Amaya,£900Th. ,LaLiga
Juan Calahorro,£180Th. ,LaLiga
Súper, ,LaLiga
Nacho,£2.25m ,LaLiga
Álex Martínez, ,LaLiga
Nélson,£1.80m ,LaLiga
Javi Chica,£1.62m ,LaLiga
Isidoro,£1.08m ,LaLiga
Manu Palancar, ,LaLiga
José Alberto Cañas,£900Th. ,LaLiga
Beñat Etxebarria,£3.15m ,LaLiga
Iriney,£2.25m ,LaLiga
Salva Sevilla,£1.80m ,LaLiga
Javier Matilla,£1.35m ,LaLiga
Nono, ,LaLiga
Alejandro Pozuelo,£720Th. ,LaLiga
Carlos García, ,LaLiga
Sergio Rodríguez, ,LaLiga
Jefferson Montero,£2.25m ,LaLiga
Momo,£900Th. ,LaLiga
Álvaro Vadillo,£360Th. ,LaLiga
Juanma,£1.08m ,LaLiga
Ezequiel Calvente,£900Th. ,LaLiga
Roque Santa Cruz,£3.60m ,LaLiga
Rubén Castro,£3.15m ,LaLiga
Jonathan Pereira,£2.25m ,LaLiga
Jorge Molina,£2.25m ,LaLiga
Toño,£3.15m ,LaLiga
Mario Fernández,£270Th. ,LaLiga
Dani Sotres, ,LaLiga
Óscar Santiago, ,LaLiga
Marc Torrejón,£2.70m ,LaLiga
Álvaro González,£1.80m ,LaLiga
Bolaño,£1.35m ,LaLiga
Bernardo Espinosa,£900Th. ,LaLiga
José Picón,£180Th. ,LaLiga
Borja García, ,LaLiga
Javi Barrio, ,LaLiga
Alberto Guitián, ,LaLiga
Domingo Cisma,£2.70m ,LaLiga
Francis Pérez,£1.35m ,LaLiga
Gonzalo Herrero, ,LaLiga
Pape Diop,£2.70m ,LaLiga
Gonzalo Colsa,£1.80m ,LaLiga
Alexandros Tziolis,£900Th. ,LaLiga
Osmar,£270Th. ,LaLiga
César de la Hoz, ,LaLiga
Adrián González,£1.80m ,LaLiga
Marcos Gullón,£1.35m ,LaLiga
Edu Bedia,£450Th. ,LaLiga
Quique Rivero, ,LaLiga
Kennedy,£2.25m ,LaLiga
Óscar Serrano,£1.62m ,LaLiga
Julián Luque,£450Th. ,LaLiga
Lautaro Acosta,£1.08m ,LaLiga
Jairo Samperio,£720Th. ,LaLiga
Borja Docal, ,LaLiga
Manuel Arana,£2.25m ,LaLiga
Pedro Munitis,£810Th. ,LaLiga
Cristhian Stuani,£2.25m ,LaLiga
Khouma Babacar,£1.62m ,LaLiga
Ariel Nahuelpán,£1.35m ,LaLiga
Mamadou Koné,£270Th. ,LaLiga
Javi Martínez, ,LaLiga
Jaime Isuardi, ,LaLiga
Gustavo Munúa,£1.35m ,LaLiga
Keylor Navas,£720Th. ,LaLiga
Sergio Garabato, ,LaLiga
Mario GuillÃ©n, ,LaLiga
Pablo Coronado, ,LaLiga
David Navarro,£1.08m ,LaLiga
Gustavo Cabral,£720Th. ,LaLiga
Nano,£675Th. ,LaLiga
Sergio Ballesteros,£450Th. ,LaLiga
Héctor Rodas,£360Th. ,LaLiga
Pedro Botelho,£1.35m ,LaLiga
Asier del Horno,£900Th. ,LaLiga
Juanfran,£450Th. ,LaLiga
Pedro López,£1.35m ,LaLiga
Javi Venta,£450Th. ,LaLiga
Iván López, ,LaLiga
Francisco Farinós,£720Th. ,LaLiga
Xavi Torres,£2.70m ,LaLiga
Vicente Iborra,£2.25m ,LaLiga
Miguel Pallardó,£1.35m ,LaLiga
Juanlu,£2.25m ,LaLiga
Óscar Serrano,£1.62m ,LaLiga
José Javier Barkero,£1.80m ,LaLiga
Marc Mateu,£180Th. ,LaLiga
Valdo,£2.25m ,LaLiga
Nabil El Zhar,£1.35m ,LaLiga
Wellington Silva,£450Th. ,LaLiga
José Higón, ,LaLiga
Rubén Suárez,£1.35m ,LaLiga
Arouna Koné,£3.60m ,LaLiga
Carlos Aranda,£1.80m ,LaLiga
Rafa Jordá,£450Th. ,LaLiga
Roger Martí, ,LaLiga
Andrés Fernández,£1.35m ,LaLiga
Asier Riesgo,£810Th. ,LaLiga
Ricardo,£270Th. ,LaLiga
Miguel Flaño,£4.50m ,LaLiga
Rubén González,£1.08m ,LaLiga
Rovérsio,£1.08m ,LaLiga
Jon Echaide,£630Th. ,LaLiga
Sergio,£630Th. ,LaLiga
Eneko Satrústegui,£540Th. ,LaLiga
Sergio Postigo, ,LaLiga
Jukka Raitala,£1.08m ,LaLiga
José Manuel Hermosa, ,LaLiga
Marc Bertrán,£1.80m ,LaLiga
Damià,£1.80m ,LaLiga
Marcos Pérez,- ,LaLiga
Javad Nekounam,£2.70m ,LaLiga
Lolo,£1.35m ,LaLiga
David Timor,£720Th. ,LaLiga
Patxi Puñal,£630Th. ,LaLiga
Raoul Loé, ,LaLiga
Javier Calleja,£540Th. ,LaLiga
Masoud Shojaei,£1.80m ,LaLiga
Roberto Torres, ,LaLiga
Roland Lamah,£1.80m ,LaLiga
Xavier Annunziata,£360Th. ,LaLiga
Álvaro Cejudo,£2.25m ,LaLiga
Raúl García,£4.50m ,LaLiga
Nino,£2.25m ,LaLiga
Ibrahima Balde,£2.25m ,LaLiga
Kike Sola,£1.62m ,LaLiga
Dejan Lekic,£1.62m ,LaLiga
Manuel Onwu, ,LaLiga
Joel Robles,£1.80m ,LaLiga
David Cobeño,£1.35m ,LaLiga
Dani Giménez,£900Th. ,LaLiga
Isma Gil, ,LaLiga
Jordi Figueras,£2.25m ,LaLiga
Alejandro Arribas,£1.80m ,LaLiga
Mikel Labaka,£1.26m ,LaLiga
Raúl Bravo,£900Th. ,LaLiga
Jorge Pulido,£450Th. ,LaLiga
José Alcañiz, ,LaLiga
José Manuel Casado,£1.80m ,LaLiga
Pedro Botelho,£1.35m ,LaLiga
Tito,£1.35m ,LaLiga
Sueliton,£90Th. ,LaLiga
Aitor Núñez,- ,LaLiga
Roberto Correa, ,LaLiga
Javi Fuego,£1.80m ,LaLiga
José María Movilla,£630Th. ,LaLiga
Pape Maly Diamanka, ,LaLiga
Roberto Trashorras,£1.62m ,LaLiga
Rafa García,£360Th. ,LaLiga
Diego Benito, ,LaLiga
Piti,£2.25m ,LaLiga
Míchel,£180Th. ,LaLiga
Jorge Sáez, ,LaLiga
Emiliano Armenteros,£2.52m ,LaLiga
Dani Pacheco,£540Th. ,LaLiga
Alberto Perea,£270Th. ,LaLiga
Nono, ,LaLiga
Lass Bangoura,£2.25m ,LaLiga
Néstor Susaeta,£270Th. ,LaLiga
Rayco García,- ,LaLiga
Michu,£5.40m ,LaLiga
Diego Costa,£5.85m ,LaLiga
Raúl Tamudo,£1.35m ,LaLiga
Andrija Delibasic,£1.08m ,LaLiga
Koke,£900Th. ,LaLiga
Salvatore Sirigu,£11.70m ,Ligue 1
Nicolas Douchez,£2.25m ,Ligue 1
Alphonse Areola,£630Th. ,Ligue 1
Ronan Le Crom,£45Th. ,Ligue 1
Mamadou Sakho,£14.40m ,Ligue 1
Alex,£7.65m ,Ligue 1
Milan Bisevac,£5.40m ,Ligue 1
Diego Lugano,£4.50m ,Ligue 1
Zoumana Camara,£1.80m ,Ligue 1
Loïck Landre,£270Th. ,Ligue 1
Maxwell,£4.50m ,Ligue 1
Siaka Tiéné,£2.70m ,Ligue 1
Sylvain Armand,£2.70m ,Ligue 1
Christophe Jallet,£4.95m ,Ligue 1
Ceará,£1.58m ,Ligue 1
Alassane També,£540Th. ,Ligue 1
Thiago Motta,£12.60m ,Ligue 1
Mohamed Sissoko,£6.75m ,Ligue 1
Mathieu Bodmer,£6.30m ,Ligue 1
Clément Chantôme,£5.40m ,Ligue 1
Granddi N'Goyi,£810Th. ,Ligue 1
Ousmane Baldé, ,Ligue 1
Blaise Matuidi,£9.00m ,Ligue 1
Javier Pastore,£26.10m ,Ligue 1
Nenê,£12.60m ,Ligue 1
Neeskens Kebano,£360Th. ,Ligue 1
Jérémy Ménez,£16.20m ,Ligue 1
Kévin Gameiro,£12.60m ,Ligue 1
Guillaume Hoarau,£7.20m ,Ligue 1
Mevlüt Erdinc,£5.85m ,Ligue 1
Jean-Christophe Bahebeck,£1.35m ,Ligue 1
Péguy Luyindula,£540Th. ,Ligue 1
Jean-Eudes Maurice,£450Th. ,Ligue 1
Loris Arnaud,£270Th. ,Ligue 1
Kalifa Coulibaly, ,Ligue 1
Hugo Lloris,£17.10m ,Ligue 1
Rémy Vercoutre,£720Th. ,Ligue 1
Mathieu Valverde,£630Th. ,Ligue 1
Anthony Lopes,£180Th. ,Ligue 1
Jérémy Frick,£45Th. ,Ligue 1
Dejan Lovren,£7.20m ,Ligue 1
Bakary Koné,£3.60m ,Ligue 1
Samuel Umtiti,£1.58m ,Ligue 1
Cris,£1.35m ,Ligue 1
John Mensah,£900Th. ,Ligue 1
Timothée Kolodziejczak,£540Th. ,Ligue 1
Hamdan Al Kamali,£135Th. ,Ligue 1
Thomas Fontaine,£135Th. ,Ligue 1
Nicolas Seguin,£90Th. ,Ligue 1
Aly Cissokho,£6.30m ,Ligue 1
Anthony Réveillère,£3.60m ,Ligue 1
Mouhamadou Dabo,£2.70m ,Ligue 1
Jérémy Pied,£1.58m ,Ligue 1
Lamine Gassama,£720Th. ,Ligue 1
Sébastien Faure,£270Th. ,Ligue 1
Mehdi Zeffane, ,Ligue 1
Miralem Pjanic,£11.25m ,Ligue 1
Maxime Gonalons,£7.20m ,Ligue 1
Gueïda Fofana,£3.15m ,Ligue 1
Sidy Koné,£540Th. ,Ligue 1
Amos Youga, ,Ligue 1
Kim Källström,£7.65m ,Ligue 1
Clément Grenier,£3.60m ,Ligue 1
Enzo Réale,£720Th. ,Ligue 1
Jordan Ferri, ,Ligue 1
Yannis Tafer,£270Th. ,Ligue 1
Michel Bastos,£10.80m ,Ligue 1
Yoann Gourcuff,£9.90m ,Ligue 1
Ederson,£4.50m ,Ligue 1
Yassine Benzia, ,Ligue 1
Harry Novillo,£270Th. ,Ligue 1
Lisandro López,£13.50m ,Ligue 1
Bafétimbi Gomis,£10.80m ,Ligue 1
Jimmy Briand,£6.30m ,Ligue 1
Alexandre Lacazette,£5.40m ,Ligue 1
Ishak Belfodil,£2.25m ,Ligue 1
Alassane Plea, ,Ligue 1
Steve Mandanda,£15.30m ,Ligue 1
Gennaro Bracigliano,£720Th. ,Ligue 1
Andrade,£540Th. ,Ligue 1
Nicolas N'Koulou,£7.20m ,Ligue 1
Jérémy Morel,£2.70m ,Ligue 1
Souleymane Diawara,£2.25m ,Ligue 1
Djimi Traoré,£810Th. ,Ligue 1
Senah Mango,£180Th. ,Ligue 1
Pape M'Bow,£180Th. ,Ligue 1
Gérard Roland, ,Ligue 1
Baptiste Aloé, ,Ligue 1
Jean-Philippe Sabo,£360Th. ,Ligue 1
César Azpilicueta,£6.75m ,Ligue 1
Rod Fanni,£4.05m ,Ligue 1
Stéphane Mbia,£9.90m ,Ligue 1
Alou Diarra,£5.40m ,Ligue 1
Benoît Cheyrou,£5.40m ,Ligue 1
Charles Kaboré,£4.50m ,Ligue 1
Édouard Cissé,£1.13m ,Ligue 1
Momar Bangoura, ,Ligue 1
Rafidine Abdullah, ,Ligue 1
Lucho González,£6.30m ,Ligue 1
Larry Azouni, ,Ligue 1
Wesley Jobello, ,Ligue 1
Mathieu Valbuena,£10.80m ,Ligue 1
Najib Ammari, ,Ligue 1
André Ayew,£13.50m ,Ligue 1
Morgan Amalfitano,£6.30m ,Ligue 1
Chris Gadi,£180Th. ,Ligue 1
Kevin Osei,£135Th. ,Ligue 1
Loïc Rémy,£17.10m ,Ligue 1
André-Pierre Gignac,£5.40m ,Ligue 1
Jordan Ayew,£3.60m ,Ligue 1
Brandão,£900Th. ,Ligue 1
Billel Omrani,£270Th. ,Ligue 1
Mickaël Landreau,£4.50m ,Ligue 1
Vincent Enyeama,£1.35m ,Ligue 1
Barel Mouko,£360Th. ,Ligue 1
Aurelien Chedjou,£9.00m ,Ligue 1
Marko Basa,£4.50m ,Ligue 1
David Rozehnal,£1.80m ,Ligue 1
Mauro Cetto,£1.80m ,Ligue 1
Adama Soumaoro,£180Th. ,Ligue 1
Lucas Digne,£2.25m ,Ligue 1
Pape Souaré,£720Th. ,Ligue 1
Franck Béria,£4.05m ,Ligue 1
Laurent Bonnart,£900Th. ,Ligue 1
Rio Mavuba,£8.10m ,Ligue 1
Benoît Pedretti,£4.05m ,Ligue 1
Idrissa Gueye,£2.25m ,Ligue 1
Florent Balmont,£3.60m ,Ligue 1
Joe Cole,£6.75m ,Ligue 1
Ludovic Obraniak,£3.60m ,Ligue 1
Eden Hazard,£29.70m ,Ligue 1
Dimitri Payet,£7.65m ,Ligue 1
John Jairo Ruiz,£900Th. ,Ligue 1
Ronny Rodelin,£1.13m ,Ligue 1
Moussa Sow,£10.80m ,Ligue 1
Nolan Roux,£5.85m ,Ligue 1
Túlio de Melo,£3.15m ,Ligue 1
Ireneusz Jelen,£1.35m ,Ligue 1
Gianni Bruno,£540Th. ,Ligue 1
Omar Wade,£90Th. ,Ligue 1
Benoît Costil,£5.85m ,Ligue 1
Abdoulaye Diallo,£540Th. ,Ligue 1
Jean-Armel Kana-Biyik,£5.85m ,Ligue 1
Kader Mangane,£4.95m ,Ligue 1
Kévin Théophile-Catherine,£4.05m ,Ligue 1
Onyekachi Apam,£2.70m ,Ligue 1
John Boye,£1.58m ,Ligue 1
Chris Mavinga,£1.13m ,Ligue 1
Malick Kandji,- ,Ligue 1
Fabien Boyer, ,Ligue 1
Romain Danzé,£3.60m ,Ligue 1
Yassine Jebbour,£270Th. ,Ligue 1
Dimitri Foulquier,£270Th. ,Ligue 1
Yann M'Vila,£18.90m ,Ligue 1
Alexander Tettey,£2.03m ,Ligue 1
Vincent Pajot,£2.03m ,Ligue 1
Tongo Doumbia,£1.80m ,Ligue 1
Georges Mandjeck,£1.58m ,Ligue 1
Kamal Issah,£270Th. ,Ligue 1
StÃ©phane Dalmat,£810Th. ,Ligue 1
Julien Féret,£4.95m ,Ligue 1
Jirès Kembo Ekoko,£3.60m ,Ligue 1
Yacine Brahimi,£2.70m ,Ligue 1
Abdoul Camara,£900Th. ,Ligue 1
Jonathan Pitroipa,£5.40m ,Ligue 1
Razak Boukari,£3.15m ,Ligue 1
Mevlüt Erdinc,£5.85m ,Ligue 1
Víctor Montaño,£4.50m ,Ligue 1
Youssouf Hadji,£2.25m ,Ligue 1
Cheick Diarra, ,Ligue 1
Abdoulaye Sané, ,Ligue 1
Cédric Carrasso,£8.10m ,Ligue 1
Kévin Olimpa,£810Th. ,Ligue 1
Abdoulaye Keita,£270Th. ,Ligue 1
Azbe Jug,£135Th. ,Ligue 1
Lamine Sané,£4.05m ,Ligue 1
Michaël Ciani,£3.60m ,Ligue 1
Marc Planus,£3.60m ,Ligue 1
Henrique,£1.35m ,Ligue 1
Vujadin Savic,£900Th. ,Ligue 1
Benoît Trémoulinas,£7.20m ,Ligue 1
Florian Marange,£720Th. ,Ligue 1
Mariano,£4.05m ,Ligue 1
Matthieu Chalmé,£1.58m ,Ligue 1
Landry N'Guémo,£3.60m ,Ligue 1
Grégory Sertic,£1.13m ,Ligue 1
Grzegorz Krychowiak,£900Th. ,Ligue 1
André Poko,£270Th. ,Ligue 1
Jaroslav Plasil,£5.85m ,Ligue 1
Abdou Traoré,£900Th. ,Ligue 1
Nicolas Maurice-Belay,£3.60m ,Ligue 1
Yoan Gouffran,£5.40m ,Ligue 1
Ludovic Obraniak,£3.60m ,Ligue 1
Jussiê,£2.25m ,Ligue 1
Henri Saivet,£1.35m ,Ligue 1
Evan Chevalier, ,Ligue 1
Fahid Ben Khalfallah,£1.80m ,Ligue 1
Anthony Modeste,£3.15m ,Ligue 1
Cheick Diabaté,£2.70m ,Ligue 1
David Bellion,£900Th. ,Ligue 1
Emiliano Sala,£90Th. ,Ligue 1
Stéphane Ruffier,£7.65m ,Ligue 1
Jérémie Janot,£900Th. ,Ligue 1
Pape Coulibaly,£270Th. ,Ligue 1
Kurt Zouma,£5.40m ,Ligue 1
Carlos Bocanegra,£3.15m ,Ligue 1
Jean-Pascal Mignot,£3.15m ,Ligue 1
Loïc Perrin,£2.70m ,Ligue 1
Paulão,£2.25m ,Ligue 1
Sylvain Marchal,£1.80m ,Ligue 1
Sylvain Monsoreau,£540Th. ,Ligue 1
Pierrick Cros,£45Th. ,Ligue 1
Faouzi Ghoulam,£2.25m ,Ligue 1
Jonathan Brison,£1.58m ,Ligue 1
Yoann Andreu,£450Th. ,Ligue 1
Pierre-Yves Polomat, ,Ligue 1
Albin Ebondo,£2.25m ,Ligue 1
Loris Néry,£900Th. ,Ligue 1
Jérémy Clément,£4.50m ,Ligue 1
Fabien Lemoine,£4.05m ,Ligue 1
Josuha Guilavogui,£3.60m ,Ligue 1
Ismaël Diomandé, ,Ligue 1
Steed Malbranque,£2.70m ,Ligue 1
Alejandro Alonso,£2.25m ,Ligue 1
Laurent Batlles,£900Th. ,Ligue 1
Danijel Aleksic,£360Th. ,Ligue 1
Bakary Sako,£4.50m ,Ligue 1
Max Gradel,£2.70m ,Ligue 1
Banel Nicolita,£2.70m ,Ligue 1
Yoric Ravet,£450Th. ,Ligue 1
Florent Sinama-Pongolle,£2.25m ,Ligue 1
Pierre-Emerick Aubameyang,£6.30m ,Ligue 1
Gonzalo Bergessio,£2.25m ,Ligue 1
Lynel Kitambala,£1.80m ,Ligue 1
Idriss Saadi,£450Th. ,Ligue 1
Jessim Mahaya, ,Ligue 1
Kevin Mayi, ,Ligue 1
Ali Ahamada,£3.60m ,Ligue 1
Yohann Pelé,£900Th. ,Ligue 1
Rémy Riou,£630Th. ,Ligue 1
Marc Vidal,£270Th. ,Ligue 1
Daniel Congré,£4.05m ,Ligue 1
Aymen Abdennour,£3.15m ,Ligue 1
Mohamed Fofana,£1.80m ,Ligue 1
Mickaël Firmin,£540Th. ,Ligue 1
Steeve Yago, ,Ligue 1
Franck Tabanou,£6.75m ,Ligue 1
Cheikh M'Bengue,£4.95m ,Ligue 1
Kévin Rodrigues, ,Ligue 1
Pavle Ninkov,£2.70m ,Ligue 1
Serge Aurier,£1.80m ,Ligue 1
Hendrick Cakin, ,Ligue 1
Cheikh Bangré, ,Ligue 1
Moussa Sissoko,£8.55m ,Ligue 1
Paulo Machado,£4.05m ,Ligue 1
Étienne Didot,£3.60m ,Ligue 1
Antoine Devaux,£2.25m ,Ligue 1
Jean-Daniel Akpa Akpro,£810Th. ,Ligue 1
Pantxi Sirieix,£810Th. ,Ligue 1
Yannick Aguemon, ,Ligue 1
Daniel Braaten,£2.48m ,Ligue 1
Adrien Regattin,£900Th. ,Ligue 1
Emmanuel Rivière,£4.50m ,Ligue 1
Umut Bulut,£3.60m ,Ligue 1
Xavier Pentecôte,£900Th. ,Ligue 1
Wissam Ben Yedder,£360Th. ,Ligue 1
Amadou Soukouna,- ,Ligue 1
Jean-David Beauguel, ,Ligue 1
Adrian Dabasse, ,Ligue 1
Teddy Richert,£1.13m ,Ligue 1
Pierrick Cros,£900Th. ,Ligue 1
Papa Demba Camara,£360Th. ,Ligue 1
Yoann Collas, ,Ligue 1
Damien Perquis,£2.70m ,Ligue 1
Carlão,£1.80m ,Ligue 1
Mathieu Peybernes,£1.80m ,Ligue 1
Yaya Banana,£1.35m ,Ligue 1
Jérémie Bréchet,£1.13m ,Ligue 1
Steven Mouyokolo,£720Th. ,Ligue 1
Lionel Zouma, ,Ligue 1
Christophe Hérelle, ,Ligue 1
Yassin Mikari,£1.35m ,Ligue 1
David Sauget,£1.35m ,Ligue 1
Jérôme Roussillon, ,Ligue 1
Sébastien Corchia,£2.70m ,Ligue 1
Frédéric Duplus,£540Th. ,Ligue 1
Thierry Doubai,£1.35m ,Ligue 1
Loïc Poujol,£1.13m ,Ligue 1
Petrus Boumal, ,Ligue 1
Kévin Anin,£3.15m ,Ligue 1
Vincent Nogueira,£1.80m ,Ligue 1
Rafaël Dias,£270Th. ,Ligue 1
Sanjin Prcic, ,Ligue 1
Joseph Lopy, ,Ligue 1
Marvin Martin,£8.55m ,Ligue 1
Ryad Boudebouz,£6.30m ,Ligue 1
SÃ©bastien Roudet,£1.58m ,Ligue 1
Abdoul Camara,£900Th. ,Ligue 1
King Osanga,£270Th. ,Ligue 1
Serdar Gürler,£135Th. ,Ligue 1
Modibo Maïga,£4.50m ,Ligue 1
Édouard Butin,£2.25m ,Ligue 1
Sloan Privat,£1.58m ,Ligue 1
Cédric Bakambu,£900Th. ,Ligue 1
Charlie Davies,£450Th. ,Ligue 1
Guy Ndy Assembé,£1.80m ,Ligue 1
Damien Grégorini,£810Th. ,Ligue 1
Rémi Pillot,£270Th. ,Ligue 1
Paul Nardi, ,Ligue 1
Jordan Lotiès,£1.80m ,Ligue 1
André Luiz,£1.80m ,Ligue 1
Salif Sané,£1.80m ,Ligue 1
Sébastien Puygrenier,£1.58m ,Ligue 1
Joël Sami,£1.35m ,Ligue 1
Moustapha Sall,£720Th. ,Ligue 1
Rudy Camacho, ,Ligue 1
Jonathan Brison,£1.58m ,Ligue 1
Reynald Lemaître,£1.58m ,Ligue 1
Massadio Haidara,£900Th. ,Ligue 1
Mickaël Chrétien Basser,£2.97m ,Ligue 1
Helder,£810Th. ,Ligue 1
Jean Calvé,£630Th. ,Ligue 1
Samba Diakité,£4.05m ,Ligue 1
Pascal Berenguer,£810Th. ,Ligue 1
Distel Zola,£360Th. ,Ligue 1
Fouad Rachid,£135Th. ,Ligue 1
Lossémy Karaboué,£3.60m ,Ligue 1
Bakaye Traoré,£2.70m ,Ligue 1
Thomas Mangani,£1.35m ,Ligue 1
Alexandre Cuvillier,£900Th. ,Ligue 1
Yohan Mollo,£2.70m ,Ligue 1
Aatif Chahechouhe,£810Th. ,Ligue 1
Ziri Hammar,£180Th. ,Ligue 1
Marama Vahirua,£540Th. ,Ligue 1
Youssouf Hadji,£2.25m ,Ligue 1
Benjamin Moukandjo,£2.03m ,Ligue 1
Daniel Niculae,£1.80m ,Ligue 1
Djamel Bakar,£1.58m ,Ligue 1
Jo-gook Jeong,£900Th. ,Ligue 1
Benjamin Jeannot,£720Th. ,Ligue 1
Paul Alo'o Efoulou,£540Th. ,Ligue 1
Jean-Michel Joachim,£180Th. ,Ligue 1
David Ospina,£5.85m ,Ligue 1
Raúl Fernández,£810Th. ,Ligue 1
Lucas Veronese,£135Th. ,Ligue 1
Renato Civelli,£2.70m ,Ligue 1
Nemanja Pejcinovic,£1.80m ,Ligue 1
Larrys Mabiala,£1.53m ,Ligue 1
Drissa Diakité,£1.35m ,Ligue 1
Kévin Gomis,£630Th. ,Ligue 1
Kévin Malaga,£135Th. ,Ligue 1
Fabián Monzón,£3.60m ,Ligue 1
François Clerc,£2.25m ,Ligue 1
Lloyd Palun,£450Th. ,Ligue 1
Diacko Fofana, ,Ligue 1
Moussa M'Bow, ,Ligue 1
Didier Digard,£2.70m ,Ligue 1
Kafoumba Coulibaly,£2.48m ,Ligue 1
Julien Sablé,£1.13m ,Ligue 1
Kévin Anin,£3.15m ,Ligue 1
Fabrice Abriel,£900Th. ,Ligue 1
David Hellebuyck,£630Th. ,Ligue 1
Emerse Faé,- ,Ligue 1
Camel Meriem,£540Th. ,Ligue 1
Cyril Hennion, ,Ligue 1
Anthony Mounier,£5.40m ,Ligue 1
Elliot Grandin,£1.35m ,Ligue 1
Franck Dja Djédjé,£1.35m ,Ligue 1
Éric Mouloungui,£2.48m ,Ligue 1
Abraham Gneki Guié,£1.13m ,Ligue 1
Mickael Pote,£900Th. ,Ligue 1
Xavier Pentecôte,£900Th. ,Ligue 1
Isma,£900Th. ,Ligue 1
Serge Nyuiadzi,£45Th. ,Ligue 1
Stéphane Bahoken, ,Ligue 1
Alexy Bosetti, ,Ligue 1
Geoffrey Jourdren,£4.50m ,Ligue 1
Laurent Pionnier,£810Th. ,Ligue 1
Jonathan Ligali,£360Th. ,Ligue 1
Baptiste Valette,£45Th. ,Ligue 1
Mapou Yanga-Mbiwa,£8.10m ,Ligue 1
Benjamin Stambouli,£2.25m ,Ligue 1
Abdelhamid El Kaoutari,£1.35m ,Ligue 1
Hilton,£900Th. ,Ligue 1
Teddy Mézague,£45Th. ,Ligue 1
Nenad Dzodic,- ,Ligue 1
Henri Bedimo,£4.05m ,Ligue 1
Garry Bocaly,£4.50m ,Ligue 1
Mathieu Deplagne,£45Th. ,Ligue 1
Marco Estrada,£3.60m ,Ligue 1
Joris Marveaux,£3.15m ,Ligue 1
Jamel Saihi,£3.15m ,Ligue 1
Romain Pitau,£540Th. ,Ligue 1
Cyril Jeunechamp,£450Th. ,Ligue 1
Jonas Martin,£270Th. ,Ligue 1
Bryan Dabo, ,Ligue 1
Younès Belhanda,£12.60m ,Ligue 1
Rémy Cabella,£2.70m ,Ligue 1
John Utaka,£3.60m ,Ligue 1
Karim Aït-Fana,£1.80m ,Ligue 1
Geoffrey Dernis,£1.13m ,Ligue 1
Souleymane Camara,£3.60m ,Ligue 1
Grégory Lacombe,£450Th. ,Ligue 1
Olivier Giroud,£11.70m ,Ligue 1
Hasan Kabze,£1.08m ,Ligue 1
Bengali-Fodé Koita,£450Th. ,Ligue 1
Jonathan Tinhan,£360Th. ,Ligue 1
Fabien Audard,£2.25m ,Ligue 1
Jérémie Janot,£900Th. ,Ligue 1
Benjamin Lecomte,£450Th. ,Ligue 1
Florent Chaigneau,£270Th. ,Ligue 1
Geordan Dupire,- ,Ligue 1
Bruno Ecuele Manga,£5.40m ,Ligue 1
Grégory Bourillon,£2.03m ,Ligue 1
Wesley Lautoa,£1.80m ,Ligue 1
Lamine KonÃ©,£1.35m ,Ligue 1
Simon Falette, ,Ligue 1
Lucas Mareque,£1.58m ,Ligue 1
Arnaud Le Lan,£720Th. ,Ligue 1
Sebastián Dubarbier,£540Th. ,Ligue 1
Maxime Baca,£1.35m ,Ligue 1
Pedrinho,£1.13m ,Ligue 1
Lamine Gassama,£720Th. ,Ligue 1
Tristan Do,£135Th. ,Ligue 1
Arnold Mvuemba,£4.05m ,Ligue 1
Alaixys Romao,£3.15m ,Ligue 1
Rémi Mulumba,£450Th. ,Ligue 1
Cheick Doukouré,£180Th. ,Ligue 1
Mathieu Coutadeur,£2.25m ,Ligue 1
Gabriel Peñalba,£585Th. ,Ligue 1
Yann Jouffre,£2.25m ,Ligue 1
Sigamary Diarra,£1.58m ,Ligue 1
Fabien Robert,£450Th. ,Ligue 1
Maxime Barthelmé,£270Th. ,Ligue 1
Mathias Autret,£900Th. ,Ligue 1
Kévin Monnet-Paquet,£2.25m ,Ligue 1
Joel Campbell,£1.35m ,Ligue 1
Ladislas Douniama,£450Th. ,Ligue 1
