Name,MarketValue16-17,League16-17,MarketValue17-18,age,height,position,foot,current club,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
Ondrej Vanek,Â£720Th.,Premier Liga,Â£810Th.,30,179,Midfielder - Central Midfield,right,FC Zbrojovka Brno,26,0,1,1002,32,7,6,2188,35,6,5,2739,36,6,0,2713,30,3,0,2058,19,2,1,1232,11,3,0,727,23,4,2,1132,17,4,6,1299,7,0,0,481,Premier Liga
Aleksandar Miljkovic,Â£720Th.,Premier Liga,Â£810Th.,30,184,Defender - Right-Back,right,FK Partizan Belgrade,19,0,2,1710,32,0,6,2880,16,0,1,1240,2,0,0,180,14,0,0,1237,25,1,4,2089,28,0,0,2450,20,0,1,1697,14,0,0,1154,7,0,0,683,Premier Liga
Massadio Haidara,,,Â£1.35m,27,179,Defender - Left-Back,left,RC Lens,20,0,1,1752,28,1,1,2213,16,0,0,793,20,0,1,1531,9,0,1,666,5,0,1,358,3,0,0,183,36,0,0,3120,22,1,4,1721,3,0,0,218,Premier League
Lewis Dunk,,,Â£9.00m,28,192,Defender - Centre-Back,right,Brighton & Hove Albion,36,0,2,3300,9,0,0,588,14,0,1,1001,44,7,2,3916,41,4,1,3631,43,2,2,3742,39,1,1,3510,38,2,1,3393,36,3,3,3231,6,0,0,540,Premier League
Charlie Taylor,,,Â£4.50m,27,176,Defender - Left-Back,left,Burnley FC,8,0,3,369,13,0,1,768,42,0,4,3707,25,2,1,2128,43,1,7,3900,32,0,4,2679,14,0,0,1249,45,0,2,3839,26,0,1,2079,7,0,0,630,Premier League
Zanka,,,Â£4.50m,30,189,Defender - Centre-Back,right,FC Copenhagen,17,0,1,1286,26,4,2,2130,20,1,1,1175,42,2,1,3668,40,4,0,3585,51,2,1,4575,40,0,2,3630,25,3,1,2238,30,4,1,2147,3,0,0,270,Premier League
Martin Cranie,,,Â£450Th.,34,183,Defender - Centre-Back,right,Luton Town,40,0,1,3556,41,0,2,3477,37,0,1,3178,44,1,1,3897,39,0,0,2746,21,0,1,1144,13,0,0,413,16,0,1,970,25,2,1,1739,7,0,0,517,Premier League
Jonathan Hogg,,,Â£3.15m,31,176,Midfielder - Central Midfield,right,Huddersfield Town,42,0,2,3622,42,0,3,3125,37,1,0,3001,27,0,3,1930,24,0,0,1836,43,1,0,3249,33,0,0,2661,30,0,1,2467,38,0,2,3112,6,0,0,472,Premier League
Valon Behrami,,,Â£900Th.,35,184,Midfielder - Defensive Midfield,right,Genoa CFC,33,0,1,2692,37,0,0,2967,33,0,0,2210,23,0,0,2034,22,0,1,1370,27,0,0,2036,20,1,1,1409,19,1,0,1368,23,0,0,1559,3,0,0,51,Serie A
Samuel Souprayen,,,Â£630Th.,31,187,Defender - Centre-Back,left,AJ Auxerre,38,0,1,3228,28,0,0,2419,35,1,1,3127,31,1,0,2803,22,0,0,1722,42,0,3,3760,25,0,0,1881,31,1,1,2768,23,0,1,2043,0,0,0,0,Serie A
Lionel Carole,,,Â£2.70m,29,182,Defender - Left-Back,left,RC Strasbourg Alsace,15,0,2,1328,39,1,1,3369,44,0,3,3853,38,0,5,3420,33,0,1,2590,31,1,3,2645,11,0,1,956,28,0,3,1970,27,0,0,2041,6,0,0,317,LaLiga
Coke,,,Â£1.80m,33,176,Defender - Right-Back,right,Levante UD,32,0,1,2529,27,3,4,2020,38,5,2,3139,34,2,4,2671,42,5,3,3446,8,1,0,629,20,3,0,1566,30,5,1,2084,20,3,0,1288,1,0,0,5,LaLiga
DamiÃ¡n SuÃ¡rez,,,Â£2.25m,32,173,Defender - Right-Back,right,Getafe CF,20,0,1,1484,33,1,3,2947,32,1,1,2851,37,1,1,3310,33,0,3,2769,42,0,6,3780,33,1,4,2878,42,0,3,3709,34,1,4,2958,5,0,0,433,LaLiga
RÃºben Micael,,,Â£450Th.,34,176,Midfielder - Central Midfield,right,CD Nacional,34,0,1,2215,30,7,4,1698,27,1,3,2051,41,8,5,2846,28,3,4,2266,19,1,2,1290,13,1,1,969,30,0,4,1953,24,0,1,1941,4,0,0,324,Liga NOS
Caio Secco,,,Â£810Th.,29,195,Goalkeeper,right,CS MarÃ­timo,1,0,1,44,,,,,2,3,0,180,31,38,9,2723,20,37,1,1800,19,26,7,1620,34,46,10,3008,25,45,4,2246,26,20,10,2340,0,0,0,0,Liga NOS
Marko Petkovic,,,Â£765Th.,28,186,Defender - Right-Back,right,FK TSC Backa Topola,28,0,6,2434,26,0,0,2031,21,1,1,1224,14,0,1,946,35,0,6,2955,41,4,2,3690,10,0,0,753,6,0,0,319,7,0,0,459,1,0,0,27,Premier Liga
Gabriel Enache,,,Â£720Th.,30,174,Defender - Right-Back,right,FCSB,33,0,5,2396,29,2,1,2044,33,4,3,1633,45,7,8,3616,48,5,9,3938,40,3,5,3088,28,0,1,2450,27,2,2,1856,12,3,0,584,2,0,0,180,Premier Liga
Maciej Wilusz,,,Â£675Th.,32,190,Defender - Centre-Back,both,Rakow Czestochowa,13,0,1,1067,24,0,0,2100,31,3,0,2753,9,0,0,783,21,0,0,1791,25,0,1,2235,27,1,0,2435,17,0,0,1530,11,0,0,930,7,0,0,585,Premier Liga
Marko Poletanovic,,,Â£630Th.,27,187,Midfielder - Central Midfield,right,Rakow Czestochowa,13,0,2,662,25,0,2,1587,39,4,7,3067,29,3,5,2119,11,0,0,577,28,4,1,2143,21,0,1,1810,30,2,6,2002,14,0,2,517,3,0,0,153,Premier Liga
John Stones,Â£31.50m,Premier League,Â£45.00m,26,188,Defender - Centre-Back,right,Manchester City,2,0,0,53,38,1,1,3157,26,0,0,1848,28,1,0,2426,41,0,0,3416,41,2,0,3170,29,3,0,2234,39,0,1,2820,24,0,1,1584,1,0,0,90,Premier League
Emerson,Â£8.10m,Serie A,Â£18.00m,26,181,Defender - Left-Back,left,Chelsea FC,1,0,0,63,14,1,2,862,3,0,1,225,10,0,0,273,9,1,0,261,36,1,1,2595,10,0,2,655,27,1,2,2250,21,0,1,1523,2,0,0,114,Premier League
Fabian Delph,Â£7.20m,Premier League,Â£13.50m,30,174,Midfielder - Central Midfield,left,Everton FC,16,0,0,1274,32,1,0,2320,36,4,3,3153,32,2,5,2793,27,2,0,1235,13,2,0,515,29,1,2,2324,20,0,1,1219,20,0,0,1471,3,0,0,184,Premier League
N'Golo KantÃ©,Â£45.00m,Premier League,Â£54.00m,29,168,Midfielder - Central Midfield,right,Chelsea FC,1,0,0,11,38,3,0,3151,42,3,4,3542,39,3,5,3362,40,1,4,3193,41,2,1,3556,48,1,2,4207,53,5,4,4185,28,3,0,2303,6,0,0,463,Premier League
Ruben Loftus-Cheek,Â£4.50m,Premier League,Â£13.50m,24,191,Midfielder - Central Midfield,right,Fulham FC,1,0,0,31,12,0,0,741,28,1,2,1655,23,1,3,1737,18,3,3,807,11,0,2,343,25,2,5,1965,40,10,5,1955,10,0,2,317,2,0,0,142,Premier League
JÃ©rÃ©mie Boga,Â£2.25m,Premier League,Â£2.25m,23,174,Forward - Left Winger,right,US Sassuolo,1,0,0,90,13,5,1,830,17,2,4,1210,29,7,3,1724,31,3,1,1209,27,2,1,1481,35,2,3,2238,27,3,1,1474,35,11,4,2608,0,0,0,0,Premier League
RubÃ©n Sobrino,Â£450Th.,Premier League,Â£1.80m,28,185,Forward - Centre-Forward,right,Valencia CF,1,0,0,21,36,7,2,2343,17,0,0,440,42,6,6,2388,14,2,3,886,16,3,1,769,33,5,4,1927,30,5,2,1542,17,1,0,194,2,0,0,9,LaLiga
Victor LindelÃ¶f,Â£19.80m,Liga NOS,Â£22.50m,26,187,Defender - Centre-Back,right,Manchester United,13,0,0,1170,15,0,1,1093,35,2,2,2911,42,1,1,3594,30,1,0,2605,47,1,0,4090,29,0,0,2361,40,1,1,3502,47,1,1,4108,4,0,0,360,Premier League
Luke Shaw,Â£18.00m,Premier League,Â£13.50m,25,185,Defender - Left-Back,left,Manchester United,1,0,0,13,31,0,1,2424,38,0,2,3262,21,0,1,1356,8,0,1,654,19,0,2,1374,23,0,0,1658,40,1,5,3582,33,1,3,2526,4,0,0,360,Premier League
Eric Dier,Â£22.50m,Premier League,Â£36.00m,26,188,Defender - Centre-Back,right,Tottenham Hotspur,13,0,0,1170,22,3,3,1565,26,0,2,1976,36,2,2,2930,51,4,2,4360,48,2,2,4091,47,0,3,3902,28,3,0,1928,30,0,2,2130,6,0,0,540,Premier League
Mamadou Sakho,Â£13.50m,Premier League,Â£13.50m,30,187,Defender - Centre-Back,left,Crystal Palace,26,0,0,2117,34,2,0,2746,20,1,0,1640,28,0,0,2342,34,2,0,2823,14,1,0,1227,20,1,2,1690,27,0,0,2417,14,0,0,931,4,0,0,299,Premier League
Ramiro Funes Mori,Â£10.80m,Premier League,Â£9.00m,29,186,Defender - Centre-Back,left,Villarreal CF,9,0,0,810,11,1,0,842,28,2,2,1944,43,5,0,3808,37,5,2,2985,26,0,1,1806,6,0,0,253,42,2,2,3535,12,1,0,931,2,0,0,13,Premier League
Angelo Ogbonna,Â£8.10m,Premier League,Â£8.10m,32,191,Defender - Centre-Back,left,West Ham United,41,0,0,3676,24,0,1,2143,25,0,0,1838,30,0,0,2084,34,1,0,2885,26,0,0,2295,38,3,0,3450,29,3,1,2320,32,2,0,2831,5,0,0,450,Premier League
JoÃ£o MÃ¡rio,Â£27.00m,Serie A,Â£22.50m,27,179,Midfielder - Central Midfield,right,Sporting CP,1,0,0,14,32,1,11,2616,29,1,6,2140,45,7,5,3182,45,7,12,3599,33,3,8,2256,29,2,6,1685,22,1,1,1168,22,1,6,1832,1,0,0,12,Premier League
Ryan Inniss,Â£68Th.,Premier League,Â£68Th.,25,197,Defender - Centre-Back,right,Charlton Athletic,0,0,0,0,9,2,0,776,8,0,0,569,11,0,0,746,17,0,0,1167,12,0,0,775,19,0,0,1613,14,0,0,1051,29,1,1,2378,3,0,0,225,Premier League
Wesley Hoedt,Â£6.75m,Serie A,Â£13.50m,26,188,Defender - Centre-Back,left,SS Lazio,1,0,0,90,11,3,0,990,21,2,0,1503,33,3,0,2951,35,1,1,2887,26,3,0,2106,32,1,1,2880,23,0,0,2063,25,0,0,2201,1,0,0,59,Premier League
Jack Stephens,Â£3.15m,Premier League,Â£7.20m,26,185,Defender - Centre-Back,right,Southampton FC,1,0,0,3,23,0,1,2070,25,1,1,2250,43,1,5,3795,24,0,0,1922,28,2,1,2459,30,3,0,2700,29,1,1,2175,31,2,3,2722,3,0,0,270,Premier League
CÃ©dric Soares,Â£13.50m,Premier League,Â£13.50m,29,171,Defender - Right-Back,right,Arsenal FC,29,0,0,2640,25,1,5,2148,31,1,3,2790,35,0,3,2870,27,0,2,2214,34,0,3,2880,36,1,3,3157,31,1,4,2349,24,2,1,1754,2,0,0,122,Premier League
Connor Roberts,Â£225Th.,Premier League,Â£900Th.,25,175,Defender - Right-Back,right,Swansea City,0,0,0,0,,,,,,,,,,,,,54,0,3,4920,13,1,1,1200,15,0,0,1177,49,5,3,4316,42,1,5,3287,5,0,0,450,Premier League
Sam Clucas,Â£2.25m,Premier League,Â£7.20m,30,178,Midfielder - Central Midfield,left,Stoke City,18,0,0,608,44,9,10,3935,43,13,4,3270,55,12,4,4652,52,6,8,3814,41,3,1,3550,39,3,2,2659,29,3,4,2306,46,11,5,4069,6,0,0,540,Premier League
Roque Mesa,Â£10.80m,LaLiga,Â£6.30m,31,172,Midfielder - Central Midfield,right,Real Valladolid CF,22,0,0,948,33,3,0,2415,37,8,3,3240,39,4,4,2313,39,1,2,3136,36,1,3,3107,23,0,0,1434,49,3,5,3008,30,1,3,2074,0,0,0,0,Premier League
Luis HernÃ¡ndez,Â£2.70m,Premier League,Â£2.25m,31,182,Defender - Centre-Back,right,Maccabi Tel Aviv,10,0,0,897,23,0,4,1794,39,1,1,3198,42,0,4,3780,37,0,0,3314,29,1,1,2512,38,0,1,3420,26,1,1,2250,29,0,1,2399,0,0,0,0,LaLiga
Didier Ndong,Â£9.00m,Premier League,Â£7.20m,26,179,Midfielder - Central Midfield,right,Dijon FCO,2,0,0,175,18,1,1,1620,27,1,1,2422,17,0,3,1276,40,2,1,3629,35,1,1,2819,21,0,4,1662,15,0,0,1120,33,0,4,2820,7,0,0,630,Premier League
Jordi Amat,Â£2.25m,Premier League,Â£4.50m,28,184,Defender - Centre-Back,right,KAS Eupen,13,0,0,977,27,1,0,2197,30,0,0,2344,12,0,0,765,11,0,0,731,19,0,0,1542,26,0,0,2142,31,0,0,2764,25,2,0,2046,9,0,0,810,LaLiga
Javier Manquillo,Â£3.60m,Premier League,Â£4.50m,26,178,Defender - Right-Back,right,Newcastle United,15,0,0,914,38,0,1,3149,7,0,0,585,19,0,2,1514,43,0,3,3716,22,1,0,1607,23,0,1,1926,21,0,3,1396,24,0,1,1819,6,0,0,485,Premier League
Steve Cook,Â£4.50m,Premier League,Â£6.30m,29,185,Defender - Centre-Back,right,AFC Bournemouth,29,0,0,2610,38,1,2,3330,40,3,1,3600,49,5,2,4373,38,4,1,3321,38,2,1,3420,40,3,1,3336,35,2,1,3078,31,1,0,2532,6,0,0,476,Premier League
Federico Bernardeschi,Â£27.00m,Serie A,Â£36.00m,26,183,Forward - Right Winger,left,Juventus FC,8,0,0,284,27,21,0,2331,40,14,7,2627,12,3,2,473,41,6,5,2834,42,14,5,2851,31,5,6,1104,39,3,6,2206,38,2,3,1971,1,0,0,20,Serie A
Kalidou Koulibaly,Â£27.00m,Serie A,Â£54.00m,29,187,Defender - Centre-Back,right,SSC Napoli,23,0,0,1993,46,1,4,4109,46,2,1,4017,39,1,2,3406,42,0,2,3676,38,2,0,3372,45,5,0,3966,48,2,1,4305,34,0,0,2917,3,0,0,270,Serie A
Nikola Maksimovic,Â£9.00m,Serie A,Â£7.20m,28,193,Defender - Centre-Back,right,SSC Napoli,28,0,0,2387,20,1,2,1657,23,0,1,1806,37,0,2,3272,16,0,1,1440,12,1,0,1026,15,0,0,1182,28,0,1,2306,28,1,1,2327,1,0,0,44,Serie A
RaÃºl Albiol,Â£7.20m,Serie A,Â£7.20m,35,190,Defender - Centre-Back,right,Villarreal CF,17,0,0,993,26,1,0,1873,46,1,2,3894,51,0,2,4560,39,1,2,3442,35,0,1,3028,39,3,2,3462,26,1,0,2207,38,1,0,3448,6,0,0,522,Serie A
Faouzi Ghoulam,Â£15.30m,Serie A,Â£22.50m,29,184,Defender - Left-Back,left,SSC Napoli,34,0,0,3090,31,0,4,2304,40,1,5,3362,39,0,5,3177,38,0,2,3190,38,0,10,3189,17,2,5,1468,21,1,3,1500,9,0,1,370,2,0,0,46,Serie A
Luca Antonelli,Â£4.95m,Serie A,Â£1.80m,33,184,Defender - Left-Back,left,Without Club,13,0,0,806,34,1,4,2884,31,3,3,2668,32,4,2,2788,32,3,3,2695,9,0,0,417,13,1,1,584,13,0,1,759,14,2,1,928,0,0,0,0,Serie A
Daniele Padelli,Â£900Th.,Serie A,Â£720Th.,34,191,Goalkeeper,right,Inter Milan,0,0,0,0,12,30,8,1027,39,49,9,3472,38,42,13,3385,35,50,6,3150,4,5,1,390,1,0,1,150,1,2,0,120,6,6,2,529,0,0,0,0,Serie A
Milan Skriniar,Â£6.30m,Serie A,Â£40.50m,25,188,Defender - Centre-Back,right,Inter Milan,3,0,0,123,20,1,0,1499,17,1,1,1227,34,6,0,3090,31,5,1,2621,35,0,0,2998,40,4,0,3660,46,0,2,4157,42,0,2,3399,2,0,0,169,Serie A
Alberto Grassi,Â£2.88m,Serie A,Â£6.30m,25,183,Midfielder - Central Midfield,right,Parma Calcio 1913,17,0,0,1168,7,1,0,197,23,3,0,1846,6,0,0,415,14,0,0,1072,20,2,0,821,28,3,0,2261,7,0,0,462,17,1,2,660,4,0,0,125,Serie A
Juan Jesus,Â£6.75m,Serie A,Â£11.70m,29,185,Defender - Centre-Back,left,AS Roma,2,0,0,90,44,1,2,3767,29,0,0,2528,45,0,0,4019,23,0,1,1724,33,0,1,2196,29,0,0,2263,24,1,0,1620,5,0,0,228,0,0,0,0,Serie A
Leandro Paredes,Â£11.70m,Serie A,Â£18.00m,26,180,Midfielder - Central Midfield,right,Paris Saint-Germain,4,0,0,137,20,4,0,1020,7,1,0,370,13,1,1,424,33,2,1,2489,41,3,1,2392,39,6,11,3188,44,4,6,3495,33,1,1,1750,4,0,0,162,Premier Liga
Federico Ricci,Â£3.15m,Serie A,Â£2.43m,26,175,Forward - Right Winger,left,US Sassuolo,9,0,0,269,23,3,0,1476,13,4,0,790,22,1,1,809,38,11,8,2947,31,2,0,1389,21,1,2,1236,32,2,7,1499,29,4,3,1805,1,0,0,3,Serie A
Patric,Â£1.62m,Serie A,Â£1.62m,27,184,Defender - Centre-Back,right,SS Lazio,0,0,0,0,20,0,3,1400,36,1,1,3051,32,3,2,2647,9,0,0,580,21,0,2,1187,21,0,1,1267,17,0,0,1224,24,1,0,1795,4,0,0,360,Serie A
Jordan Lukaku,Â£4.05m,Serie A,Â£6.30m,26,177,Defender - Left-Back,left,Royal Antwerp FC,9,0,0,611,7,1,0,678,22,0,1,1556,30,0,2,2626,34,3,7,2943,20,0,2,1122,44,1,3,2209,8,0,1,231,13,0,2,385,0,0,0,0,Serie A
Luca Crecco,Â£540Th.,Serie A,Â£360Th.,25,183,Midfielder - Central Midfield,left,Delfino Pescara 1936,1,0,0,2,29,5,0,2318,27,10,0,2115,35,0,6,1753,26,0,0,1296,16,1,1,747,4,0,0,323,23,2,1,1341,23,1,1,1285,0,0,0,0,Serie A
Vincent Laurini,Â£1.17m,Serie A,Â£1.80m,31,173,Defender - Right-Back,right,Parma Calcio 1913,31,0,0,2611,38,0,1,2990,39,0,2,3367,17,0,0,1235,25,1,0,1955,25,0,0,2009,23,0,1,1707,17,0,0,998,18,0,3,1129,3,0,0,243,Serie A
Bryan Dabo,Â£3.15m,Ligue 1,Â£4.05m,28,187,Midfielder - Central Midfield,right,Benevento Calcio,0,0,0,0,19,0,0,1128,4,2,0,231,22,2,3,1911,39,5,1,3124,22,0,1,1099,27,3,1,1965,26,1,2,918,17,1,4,1209,4,0,0,232,Serie A
Nicolas N'Koulou,Â£6.75m,Ligue 1,Â£9.00m,30,184,Defender - Centre-Back,right,Torino FC,46,0,0,4116,48,1,0,4297,46,2,0,4170,26,2,0,2322,41,0,0,3691,22,0,1,2040,39,2,0,3439,38,2,0,3370,38,1,0,3275,3,0,0,270,Serie A
Afriyie Acquah,Â£2.52m,Serie A,Â£1.80m,28,179,Midfielder - Central Midfield,right,Yeni Malatyaspor,23,0,0,1201,13,0,0,533,28,0,1,1897,24,1,0,1834,31,3,5,2049,22,2,0,1282,26,1,0,1257,28,2,0,1516,30,1,3,2363,5,0,0,429,Serie A
Iago Falque,Â£9.00m,Serie A,Â£11.70m,30,174,Forward - Right Winger,left,Benevento Calcio,7,0,0,282,35,8,11,2610,33,6,4,2373,33,13,6,2437,27,3,2,1501,35,12,6,2532,40,14,9,3079,28,6,6,1797,16,2,1,753,2,0,0,118,Serie A
Mattia Caldara,Â£13.50m,Serie A,Â£22.50m,26,187,Defender - Centre-Back,right,Atalanta BC,8,0,0,720,27,1,0,2345,32,4,0,2834,21,2,0,1630,29,3,0,2525,31,7,0,2745,34,3,2,2917,3,0,0,200,21,0,1,1494,1,0,0,45,Serie A
Andrea Petagna,Â£6.30m,Serie A,Â£8.10m,25,190,Forward - Centre-Forward,left,SSC Napoli,10,0,0,326,32,15,0,2473,19,6,3,1157,27,1,3,946,32,7,0,2001,36,5,8,2739,39,6,5,2132,37,17,0,3116,37,12,1,3123,2,0,0,8,Serie A
Timo Letschert,Â£2.25m,Serie A,Â£2.25m,27,188,Defender - Centre-Back,right,AZ Alkmaar,6,0,0,540,29,3,0,2034,26,0,0,2103,30,0,1,2349,40,3,2,3366,12,0,0,861,9,0,0,598,33,2,2,2706,24,2,0,1889,3,0,0,270,Serie A
Nicola Murru,Â£2.25m,Serie A,Â£3.60m,25,180,Defender - Left-Back,left,Torino FC,21,0,0,1570,21,0,0,1752,22,0,1,1906,10,0,0,773,31,0,4,2392,27,0,2,2265,23,0,2,1626,37,0,5,3148,29,0,1,2351,2,0,0,92,Serie A
Vasco Regini,Â£2.25m,Serie A,Â£1.62m,30,185,Defender - Left-Back,left,UC Sampdoria,35,0,0,2986,46,1,0,3992,31,0,7,2537,30,0,0,2359,17,0,0,1341,37,0,4,3037,17,0,0,1351,6,0,0,260,6,0,0,267,1,0,0,6,Serie A
David Ivan,Â£1.62m,Serie A,Â£360Th.,25,173,Midfielder - Central Midfield,right,Chievo Verona,1,0,0,85,25,1,0,1837,31,0,0,2766,25,6,0,2280,23,1,0,1199,9,1,1,541,1,0,0,59,4,0,0,171,1,0,0,46,0,0,0,0,Serie A
Erick Pulgar,Â£1.80m,Serie A,Â£5.40m,26,187,Midfielder - Defensive Midfield,right,ACF Fiorentina,0,0,0,0,5,2,0,450,4,0,1,360,35,7,3,3168,13,0,0,682,30,1,0,1874,33,3,0,2860,30,6,3,2532,41,7,8,3306,1,0,0,12,Serie A
Marios Ikonomou,Â£1.62m,Serie A,Â£900Th.,28,189,Defender - Centre-Back,left,FC Copenhagen,2,0,0,18,21,0,0,1496,5,0,0,450,34,4,0,2975,21,0,1,1707,19,0,0,1364,9,0,0,622,36,3,1,3218,28,1,0,1927,6,0,0,128,Serie A
Alex Ferrari,Â£1.08m,Serie A,Â£1.35m,26,191,Defender - Centre-Back,right,UC Sampdoria,24,0,0,1929,22,1,0,1848,10,0,0,754,13,0,0,987,22,0,0,1296,14,0,1,1219,27,1,0,2295,7,0,0,660,13,0,0,1050,0,0,0,0,Serie A
Marco Capuano,Â£720Th.,Serie A,Â£900Th.,29,186,Defender - Centre-Back,left,Frosinone Calcio,33,0,0,2884,27,0,0,2209,25,0,0,2083,16,0,0,1168,18,1,0,1641,13,1,1,859,27,0,0,2289,27,0,0,2313,25,2,0,2066,0,0,0,0,Serie A
Mariusz Stepinski,Â£2.25m,Ligue 1,Â£3.60m,25,183,Forward - Centre-Forward,right,US Lecce,8,0,0,166,26,5,4,1280,22,6,3,1263,27,2,4,919,36,15,3,2790,31,10,4,1880,24,5,0,769,37,6,2,2658,24,3,1,949,2,0,0,76,Serie A
JoaquÃ­n Correa,Â£9.00m,LaLiga,Â£9.00m,26,188,Forward - Second Striker,right,SS Lazio,2,0,0,30,8,0,0,395,32,3,2,2020,22,2,4,1267,25,3,0,1308,34,8,3,1759,39,7,7,2606,44,9,6,2710,35,10,5,2383,3,0,0,251,LaLiga
RÃºben Vezo,Â£1.35m,LaLiga,Â£5.40m,26,182,Defender - Centre-Back,right,Levante UD,0,0,0,0,0,0,0,0,22,2,1,1710,10,0,0,824,27,1,2,2107,20,0,1,1624,26,1,0,2142,27,2,1,2082,30,0,1,2700,4,0,0,360,LaLiga
Zakaria Bakkali,Â£1.80m,LaLiga,Â£1.35m,24,168,Forward - Left Winger,right,RSC Anderlecht,5,0,0,442,25,5,1,1884,25,4,0,1165,5,1,1,352,19,1,4,694,21,2,1,399,24,0,1,995,22,3,2,1420,4,1,0,54,2,0,0,120,LaLiga
Dani Castellano,Â£3.60m,LaLiga,Â£1.80m,32,180,Defender - Left-Back,left,UD Las Palmas,14,0,0,613,34,0,2,2860,18,0,1,1530,12,0,0,956,32,0,0,2456,29,0,2,2290,26,0,2,2191,22,0,1,1682,9,0,1,394,4,0,0,360,LaLiga
David SimÃ³n,Â£1.35m,LaLiga,Â£720Th.,31,179,Defender - Right-Back,right,FC Cartagena,34,0,0,2909,,,,,37,2,4,3330,45,2,9,3851,30,1,3,2531,19,0,1,1591,15,0,0,1077,30,0,1,2469,10,1,0,696,5,0,0,323,LaLiga
Javi Castellano,Â£360Th.,LaLiga,Â£720Th.,32,182,Midfielder - Defensive Midfield,right,UD Las Palmas,41,0,0,3690,30,0,0,1937,33,0,1,2572,44,0,4,3960,1,0,0,90,9,0,0,254,27,0,0,1759,19,0,0,1384,29,0,0,2158,0,0,0,0,LaLiga
Sergi GÃ³mez,Â£5.40m,LaLiga,Â£7.20m,28,185,Defender - Centre-Back,right,Sevilla FC,21,0,0,1688,21,2,0,1839,36,0,1,3135,26,0,0,1591,37,0,1,3156,36,1,0,2501,35,1,0,2862,48,0,1,4131,21,0,0,1413,2,0,0,145,LaLiga
Hugo Mallo,Â£7.20m,LaLiga,Â£10.80m,29,174,Defender - Right-Back,right,Celta de Vigo,37,0,0,3274,21,0,0,1811,35,0,2,2978,29,1,0,2336,41,1,5,3312,41,3,4,3638,38,0,7,3364,35,1,4,3094,29,0,1,2117,5,0,0,450,LaLiga
Yuri Berchiche,Â£9.00m,LaLiga,Â£15.30m,30,181,Defender - Left-Back,left,Athletic Bilbao,31,0,0,2615,39,4,1,3314,38,3,5,3378,25,0,1,1827,22,0,4,1941,41,3,6,3630,32,2,4,2613,37,2,3,3301,39,6,3,3376,3,0,0,229,Ligue 1
Carles Planas,Â£1.35m,LaLiga,Â£720Th.,29,175,Defender - Left-Back,left,AEK Larnaca,32,0,0,2444,34,1,1,2838,35,1,1,2936,14,0,2,1086,31,0,2,2126,14,0,0,1158,7,0,1,306,7,0,1,419,13,1,1,1075,0,0,0,0,LaLiga
Recio,Â£3.15m,LaLiga,Â£1.80m,29,183,Midfielder - Central Midfield,right,SD Eibar,8,0,0,318,22,2,0,1616,32,2,0,2473,36,3,3,1932,34,0,5,2840,18,3,2,1358,23,2,2,1932,22,0,0,1647,26,0,0,1601,4,0,0,175,LaLiga
Naldo,Â£3.60m,Liga NOS,Â£900Th.,32,188,Defender - Centre-Back,right,Antalyaspor,20,0,0,1622,5,0,0,266,17,0,0,1267,31,0,0,2664,28,1,0,2302,24,2,0,2220,17,0,0,1461,18,1,1,1516,26,0,1,2048,1,0,0,90,LaLiga
Diego Reyes,Â£5.40m,LaLiga,Â£4.50m,28,190,Defender - Centre-Back,right,Tigres UANL,28,0,0,2474,41,1,0,3439,32,3,0,2768,16,0,0,1228,28,2,0,2403,35,1,0,3009,24,3,1,1488,21,1,0,1240,8,0,0,636,4,0,0,247,Liga NOS
Paulo Oliveira,Â£3.60m,Liga NOS,Â£2.70m,28,187,Defender - Centre-Back,right,SD Eibar,39,0,0,3511,43,2,0,3857,37,0,0,3330,40,3,1,3482,33,0,0,2814,19,1,0,1425,27,0,0,2305,29,0,0,2297,28,1,0,2269,5,0,0,450,LaLiga
David JuncÃ ,Â£1.35m,LaLiga,Â£1.35m,26,178,Defender - Left-Back,left,Celta de Vigo,8,0,0,502,11,0,1,772,27,1,4,2067,20,2,2,1549,33,0,5,2498,12,0,3,874,16,0,3,990,21,0,3,1758,3,0,0,259,0,0,0,0,LaLiga
BebÃ©,Â£2.25m,LaLiga,Â£900Th.,30,190,Forward - Left Winger,right,Rayo Vallecano,4,0,0,55,25,3,1,1724,39,14,2,3033,24,0,1,1705,37,3,9,2412,26,5,3,1202,28,3,2,1432,31,1,1,1491,12,3,1,636,0,0,0,0,LaLiga
